spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
greenery,sense of escape,retreat from pressures,positive,201709_113.9942723_22.596048899999996.png
sky,mental relief,journey away,positive,201709_113.9942723_22.596048899999996.png
pathway,uncluttered space,seeking respite,positive,201709_113.9942723_22.596048899999996.png
urban,presence of nuisances,avoidance of stress,negative,201709_113.9942723_22.596048899999996.png
traffic,lack of refuge,increased stress,negative,201709_113.9946018_22.6585788.png
buildings,overwhelmed by environment,avoidance of space,negative,201709_113.9946018_22.6585788.png
wires,distraction,inability to focus,negative,201709_113.9946018_22.6585788.png
green,mental escape,seeking refuge,positive,201709_113.9991206_22.600464199999998.png
sky,break from built environment,relaxation,positive,201709_113.9991206_22.600464199999998.png
roads,less complete refuge,hesitation to engage,negative,201709_113.9991206_22.600464199999998.png
infrastructure,disruption of peace,avoidance,negative,201709_113.9991206_22.600464199999998.png
infrastructure,lack of refuge,stay engaged,negative,201709_114.0022694_22.6728742.png
development,presence of daily life,continue routine,negative,201709_114.0022694_22.6728742.png
street,not a refuge,no escape,negative,201709_113.9994241_22.667688899999998.png
traffic,active environment,engagement in daily life,neutral,201709_113.9994241_22.667688899999998.png
pedestrians,functional space,movement through the area,neutral,201709_113.9994241_22.667688899999998.png
street,not a refuge,remain grounded,negative,201709_114.0003338_22.6503552.png
structures,demanding thoughts,prevent mental detachment,negative,201709_114.0003338_22.6503552.png
buildings,active environment,engage with reality,negative,201709_114.0003338_22.6503552.png
intersection,not a refuge,minimal disconnection,negative,201709_114.0030111_22.661061899999993.png
traffic,bustling environment,continuation of concerns,negative,201709_114.0030111_22.661061899999993.png
buildings,lack of escape,no encouragement to disconnect,negative,201709_114.0030111_22.661061899999993.png
pedestrians,busy atmosphere,no relaxation,negative,201709_114.0030111_22.661061899999993.png
street,momentary disengagement,observing activity,neutral,201709_114.0018234_22.667901699999994.png
urban density,difficulty in mental departure,feeling of being overwhelmed,negative,201709_114.0018234_22.667901699999994.png
commerce,lack of refuge,engaging in everyday activities,negative,201709_114.0018234_22.667901699999994.png
traffic,inability to escape nuisances,avoiding the area,negative,201709_114.0018234_22.667901699999994.png
traffic,sense of urban hustle,difficulty to disengage,negative,201709_114.003588_22.6409441.png
construction,lack of tranquility,difficulty to escape,negative,201709_114.003588_22.6409441.png
vehicles,busy environment,inability to relax,negative,201709_114.003588_22.6409441.png
trees,sense of detachment,mental escape,positive,201709_114.0047235_22.638701700000006.png
landscaped areas,respite from demands,escape sensory overload,positive,201709_114.0047235_22.638701700000006.png
road,lack of escape,remain engaged,negative,201709_114.0096115_22.600753299999997.png
site,intrusive environment,avoid relaxation,negative,201709_114.0096115_22.600753299999997.png
lines,not peaceful,stay alert,negative,201709_114.0096115_22.600753299999997.png
greenery,sense of escape,seeking refuge,positive,201709_114.00860371507362_22.636517955219855.png
construction,detracting feeling,avoiding thoroughfare,negative,201709_114.00860371507362_22.636517955219855.png
street,lack of refuge,continued concerns,negative,201709_114.01594280000002_22.643162600000004.png
traffic,overwhelmed,avoidance,negative,201709_114.01594280000002_22.643162600000004.png
construction,stress,distraction,negative,201709_114.01594280000002_22.643162600000004.png
trees,sense of natural escape,offering a temporary refuge,positive,201709_114.0144989_22.623911299999996.png
road,feeling of being 'away',creating a break from urban pressures,positive,201709_114.0144989_22.623911299999996.png
sky,clear skies suggest tranquility,encouraging relaxation,positive,201709_114.0144989_22.623911299999996.png
street,lack of refuge,avoidance of relaxation,negative,201709_114.0148822_22.677448899999998.png
vehicles,presence of concerns,engagement with daily life,negative,201709_114.0148822_22.677448899999998.png
construction,distraction from thoughts,increased stress,negative,201709_114.0148822_22.677448899999998.png
buildings,functional space,utilitarian use,neutral,201709_114.0148822_22.677448899999998.png
trees,limited sense of being away,difficulty escaping concerns,negative,201709_114.0188499_22.534879299999993.png
traffic,overwhelmed by urban nuisances,avoidance of the area,negative,201709_114.0188499_22.534879299999993.png
buildings,lack of refuge,disengagement from the environment,negative,201709_114.0188499_22.534879299999993.png
traffic,lack of tranquility,increased stress,negative,201709_114.0172955_22.634768700000002.png
construction,distraction,avoidance of space,negative,201709_114.0172955_22.634768700000002.png
pedestrians,crowdedness,withdrawal from area,negative,201709_114.0172955_22.634768700000002.png
street,low sense of being away,no escape from routines,negative,201709_114.0203571_22.6226998.png
traffic,stress from daily demands,increased daily concerns,negative,201709_114.0203571_22.6226998.png
construction,lack of refuge,avoidance of nuisances,negative,201709_114.0203571_22.6226998.png
intersection,not a strong refuge,engagement with environment,negative,201709_114.0218923_22.6305483.png
traffic,demands of city life,difficult to disengage,negative,201709_114.0218923_22.6305483.png
pedestrian,active engagement,movement through space,neutral,201709_114.0218923_22.6305483.png
trees,mental escape,relaxation,positive,201709_114.022449_22.621005399999994.png
sky,mental escape,relaxation,positive,201709_114.022449_22.621005399999994.png
infrastructure,grounded in reality,limited escape,negative,201709_114.022449_22.621005399999994.png
roads,grounded in reality,limited escape,negative,201709_114.022449_22.621005399999994.png
vehicles,grounded in reality,limited escape,negative,201709_114.022449_22.621005399999994.png
signage,grounded in reality,limited escape,negative,201709_114.022449_22.621005399999994.png
roads,structured environment,navigate easily,positive,201709_114.0226351_22.605973099999996.png
buildings,orderly environment,feel secure,positive,201709_114.0226351_22.605973099999996.png
traffic,calm atmosphere,reduce stress,positive,201709_114.0226351_22.605973099999996.png
greenery,sense of separation,escape urban chaos,positive,201709_114.0226351_22.605973099999996.png
architecture,designed environment,limit exploration,negative,201709_114.0226351_22.605973099999996.png
infrastructure,less wild environment,restrict freedom,negative,201709_114.0226351_22.605973099999996.png
vegetation,sense of being away,mental break,positive,201709_114.0226949_22.681729199999996.png
path,quiet escape,detachment from daily demands,positive,201709_114.0226949_22.681729199999996.png
streetscape,lack of escape,no restorative actions,negative,201709_114.0228811_22.535650599999997.png
buildings,not a refuge,avoidance of stress relief,negative,201709_114.0228811_22.535650599999997.png
traffic,distraction from worries,increased anxiety,negative,201709_114.0228811_22.535650599999997.png
pedestrian,busy atmosphere,lack of solitude,negative,201709_114.0228811_22.535650599999997.png
intersection,not a refuge,no escape,negative,201709_114.0241351_22.6258048.png
traffic,constant activity,no mental disengagement,negative,201709_114.0241351_22.6258048.png
buildings,urban nature,no respite,negative,201709_114.0241351_22.6258048.png
trees,potential escape from hustle,seeking refuge,positive,201709_114.02527420514076_22.68702748641247.png
street,degree of separation,navigating urban space,neutral,201709_114.02527420514076_22.68702748641247.png
environment,not a profound refuge,managing daily demands,negative,201709_114.02527420514076_22.68702748641247.png
street,respite from nuisances,engaging in activities,positive,201709_114.0316089_22.621808699999995.png
traffic,lack of escape,avoiding the area,negative,201709_114.0316089_22.621808699999995.png
urban,mental detachment,seeking tranquility,neutral,201709_114.0316089_22.621808699999995.png
street,lack of escape,minimal detachment,negative,201709_114.0255544_22.524026400000004.png
traffic,stress,increased routine,negative,201709_114.0255544_22.524026400000004.png
businesses,everyday pressure,continued engagement,negative,201709_114.0255544_22.524026400000004.png
street,not a refuge,none,negative,201709_114.03296708878203_22.60399336922657.png
traffic,stressful environment,avoidance,negative,201709_114.03296708878203_22.60399336922657.png
construction,disruption,none,negative,201709_114.03296708878203_22.60399336922657.png
design,utilitarian,none,neutral,201709_114.03296708878203_22.60399336922657.png
street,lack of refuge,inability to escape,negative,201709_114.0326601_22.6185074.png
buildings,overwhelmed by demands,constant engagement with tasks,negative,201709_114.0326601_22.6185074.png
traffic,stress from noise,difficulty in relaxing,negative,201709_114.0326601_22.6185074.png
trees,sense of escape,seeking refuge,positive,201709_114.0302705_22.5593357.png
green spaces,calming effect,relaxing,positive,201709_114.0302705_22.5593357.png
intersection,partial refuge,navigating traffic,neutral,201709_114.0302705_22.5593357.png
road,distraction,avoiding nuisances,negative,201709_114.0302705_22.5593357.png
entrance,sense of privacy,feel secure,positive,201709_114.0333185_22.7434467.png
trees,feeling of escape,seek refuge,positive,201709_114.0333185_22.7434467.png
atmosphere,sense of tranquility,relax and unwind,positive,201709_114.0333185_22.7434467.png
trees,mental detachment,escape from daily pressures,positive,201709_114.03547770766902_22.743490906000194.png
canal,mental detachment,escape from daily pressures,positive,201709_114.03547770766902_22.743490906000194.png
openness,mental detachment,escape from daily pressures,positive,201709_114.03547770766902_22.743490906000194.png
trees,sense of separation,stopping thoughts,positive,201709_114.0360691_22.637340599999998.png
vegetation,peaceful atmosphere,relaxing,positive,201709_114.0360691_22.637340599999998.png
cars,urban nuisances,avoiding stress,negative,201709_114.0360691_22.637340599999998.png
buildings,respite,finding calm,positive,201709_114.0360691_22.637340599999998.png
street,not a refuge,navigate,negative,201709_114.03886620000002_22.64132529999999.png
vehicles,busy environment,navigate,negative,201709_114.03886620000002_22.64132529999999.png
buildings,functional space,navigate,neutral,201709_114.03886620000002_22.64132529999999.png
shops,functional space,navigate,neutral,201709_114.03886620000002_22.64132529999999.png
trees,sense of nature,seeking tranquility,positive,201709_114.0364159_22.5548991.png
buildings,sense of functionality,engaging in activity,negative,201709_114.0364159_22.5548991.png
roads,sense of transit,moving through space,negative,201709_114.0364159_22.5548991.png
cars,sense of commerce,participating in daily life,negative,201709_114.0364159_22.5548991.png
signs,sense of direction,navigating environment,neutral,201709_114.0364159_22.5548991.png
street,lack of escape,engaging in routine,negative,201709_114.0379865_22.5205156.png
shops,disconnection difficulty,continuing daily activities,negative,201709_114.0379865_22.5205156.png
traffic,active urban environment,remaining alert,neutral,201709_114.0379865_22.5205156.png
street,demands attention,difficult to escape,negative,201709_114.0414485_22.640062199999996.png
traffic,stressful environment,increased focus on obligations,negative,201709_114.0414485_22.640062199999996.png
pedestrians,overwhelming presence,heightened awareness,negative,201709_114.0414485_22.640062199999996.png
commercial,lack of refuge,constant engagement,negative,201709_114.0414485_22.640062199999996.png
trees,not a strong refuge,detach from obligations,negative,201709_114.04279492847324_22.729973014590012.png
street,source of noise,avoidance of stress,negative,201709_114.04279492847324_22.729973014590012.png
site,lack of escape,no restorative actions,negative,201709_114.0445919_22.649543399999995.png
atmosphere,lack of peace,no calming activities,negative,201709_114.0445919_22.649543399999995.png
elements,absence of nature,no engagement with nature,negative,201709_114.0445919_22.649543399999995.png
entrance,not a complete escape,remain engaged,negative,201709_114.0451014_22.5753133.png
greenery,sense of separation,seek refuge,positive,201709_114.0451014_22.5753133.png
signs,reminders of regulations,adhere to rules,negative,201709_114.0451014_22.5753133.png
security booth,sense of oversight,feel monitored,neutral,201709_114.0451014_22.5753133.png
road,functional space,navigate efficiently,neutral,201709_114.0451014_22.5753133.png
roads,not inviting or tranquil,physical removal,negative,201709_114.04211849208629_22.727871304056496.png
setting,temporary escape,mental respite,neutral,201709_114.04211849208629_22.727871304056496.png
environment,lack of refuge,none,negative,201709_114.04211849208629_22.727871304056496.png
greenery,sense of refuge,escape from daily life,positive,201709_114.0452431_22.553932899999992.png
pathways,mental departure,relaxation from demands,positive,201709_114.0452431_22.553932899999992.png
roadway,peaceful atmosphere,contrast to urban nuisances,positive,201709_114.0452431_22.553932899999992.png
setting,serene environment,fostering tranquility,positive,201709_114.0452431_22.553932899999992.png
streetscape,lack of escape,remain anchored,negative,201709_114.0455486602847_22.522770585720306.png
vehicles,stress from traffic,avoid relaxation,negative,201709_114.0455486602847_22.522770585720306.png
signage,mental clutter,focus on responsibilities,negative,201709_114.0455486602847_22.522770585720306.png
trees,sense of order and safety,temporary escape,positive,201709_114.0457645_22.5104295.png
traffic,tranquil space,reduction of stress,positive,201709_114.0457645_22.5104295.png
streetscape,distinct from daily life,enhanced relaxation,positive,201709_114.0457645_22.5104295.png
greenery,feeling of tranquility,encouragement to unwind,positive,201709_114.0457645_22.5104295.png
trees,mental detachment,move freely,positive,201709_114.04611174452_22.516619027471318.png
pathways,visual buffer,facilitate movement,positive,201709_114.04611174452_22.516619027471318.png
green spaces,psychological buffer,escape urban life,positive,201709_114.04611174452_22.516619027471318.png
streetscape,limited sense of being away,constant reminders of daily demands,negative,201709_114.05014913221994_22.603617836913898.png
space,lack of profound escape,inability to relax,negative,201709_114.05014913221994_22.603617836913898.png
setting,distractions from worries,increased stress,negative,201709_114.05014913221994_22.603617836913898.png
intersection,difficult to escape,cease thinking,negative,201709_114.0523622_22.661118499999997.png
traffic,overwhelmed by demands,avoid obligations,negative,201709_114.0523622_22.661118499999997.png
buildings,lack of mental escape,remain engaged,negative,201709_114.0523622_22.661118499999997.png
trees,not a true refuge,difficulty to escape,negative,201709_114.0533998_22.528414399999996.png
traffic,stressful environment,avoidance of the area,negative,201709_114.0533998_22.528414399999996.png
buildings,lack of tranquility,desire for solitude,negative,201709_114.0533998_22.528414399999996.png
street,lack of refuge,avoidance of stress,negative,201709_114.05507060000001_22.611604299999993.png
nature,partial detachment,seeking tranquility,neutral,201709_114.05507060000001_22.611604299999993.png
street,lack of escape,avoidance of obligations,negative,201709_114.0569058_22.528170200000005.png
traffic,mental detachment intrusion,inability to relax,negative,201709_114.0569058_22.528170200000005.png
buildings,no natural immersion,disengagement from stress,negative,201709_114.0569058_22.528170200000005.png
cars,bustling environment,increased anxiety,negative,201709_114.0569058_22.528170200000005.png
street,difficult to detach from concerns,lack of mental escape,negative,201709_114.0502404_22.601815099999996.png
area,extension of daily life,no break from routine,negative,201709_114.0502404_22.601815099999996.png
vegetation,sense of natural respite,get away from daily demands,positive,201709_114.0552036_22.686124699999997.png
sky,sense of natural respite,get away from daily demands,positive,201709_114.0552036_22.686124699999997.png
road,reminder of urban context,prevent complete detachment,negative,201709_114.0552036_22.686124699999997.png
vehicles,reminder of urban context,prevent complete detachment,negative,201709_114.0552036_22.686124699999997.png
poles,reminder of urban context,prevent complete detachment,negative,201709_114.0552036_22.686124699999997.png
traffic,sense of busyness,distracting,negative,201709_114.0569178_22.626651600000002.png
establishments,sense of busyness,distracting,negative,201709_114.0569178_22.626651600000002.png
people,sense of busyness,distracting,negative,201709_114.0569178_22.626651600000002.png
street,lack of refuge,no escape,negative,201709_114.0588246_22.621622000000002.png
traffic,overwhelmed,avoidance,negative,201709_114.0588246_22.621622000000002.png
construction,distraction,increased stress,negative,201709_114.0588246_22.621622000000002.png
pedestrian,busy environment,no relaxation,negative,201709_114.0588246_22.621622000000002.png
intersection,lack of escape,difficulty relaxing,negative,201709_114.0592641_22.6360472.png
vehicles,stressful environment,increased obligation,negative,201709_114.0592641_22.6360472.png
shops,busy atmosphere,mental engagement,negative,201709_114.0592641_22.6360472.png
pedestrian,crowded feeling,limited relaxation,negative,201709_114.0592641_22.6360472.png
street,not a place of escape,continue daily activities,negative,201709_114.06019570199695_22.61155481335208.png
traffic,overwhelmed by demands,avoid stopping to think,negative,201709_114.06019570199695_22.61155481335208.png
construction,industrial atmosphere,remain focused on responsibilities,negative,201709_114.06019570199695_22.61155481335208.png
street,lack of escape,avoidance of area,negative,201709_114.0604228_22.633323999999995.png
construction,increased stress,distraction from tasks,negative,201709_114.0604228_22.633323999999995.png
traffic,feeling overwhelmed,desire to leave,negative,201709_114.0604228_22.633323999999995.png
construction,distant from urban comforts,offers a break,neutral,201709_114.0616625_22.682752000000004.png
clutter,generally unkempt appearance,does not feel like a refuge,negative,201709_114.0616625_22.682752000000004.png
workers,active environment,provides a break from familiarity,positive,201709_114.0616625_22.682752000000004.png
surroundings,departure from ordinary,offers an escape,neutral,201709_114.0616625_22.682752000000004.png
trees,sense of enclosure,mental escape,positive,201709_114.0612517_22.7125737.png
pedestrians,detached from urban stressors,seeking peace,positive,201709_114.0612517_22.7125737.png
ambiance,peaceful atmosphere,relaxation,positive,201709_114.0612517_22.7125737.png
street,not a place for mental respite,engagement in daily life,negative,201709_114.06117760000001_22.6566647.png
commerce,part of the everyday,participation in activities,neutral,201709_114.06117760000001_22.6566647.png
residential,sense of common concerns,continuation of routine,negative,201709_114.06117760000001_22.6566647.png
greenery,sense of peaceful escape,mental detachment,positive,201709_114.06294860000001_22.614748.png
trees,tranquil atmosphere,respite from daily demands,positive,201709_114.06294860000001_22.614748.png
street,lack of refuge,maintaining engagement,negative,201709_114.0627305_22.6549398.png
traffic,constant stimulation,increased awareness,negative,201709_114.0627305_22.6549398.png
construction,distraction,avoiding relaxation,negative,201709_114.0627305_22.6549398.png
pedestrians,social engagement,interaction with environment,neutral,201709_114.0627305_22.6549398.png
buildings,not a complete refuge,lower engagement,negative,201709_114.06331743553174_22.670580236507305.png
traffic,sense of escape lacking,avoidance of the area,negative,201709_114.06331743553174_22.670580236507305.png
billboard,not a refuge,no mental escape,negative,201709_114.0683385_22.697980400000002.png
vehicles,active environment,continuing daily concerns,negative,201709_114.0683385_22.697980400000002.png
buildings,not conducive,stopping thoughts,negative,201709_114.0683385_22.697980400000002.png
construction,industrial aesthetic,no mental escape,negative,201709_114.0683385_22.697980400000002.png
street,not ideal refuge,limited escape,negative,201709_114.06861678573122_22.721309304140785.png
businesses,part of urban hustle,increased stress,negative,201709_114.06861678573122_22.721309304140785.png
traffic,ongoing disturbance,distraction from tasks,negative,201709_114.06861678573122_22.721309304140785.png
trees,mental escape,detachment from urban nuisances,positive,201709_114.0703004_22.575922800000004.png
greenery,respite from city demands,exploration,positive,201709_114.0703004_22.575922800000004.png
road,quiet environment,relaxation,positive,201709_114.0703004_22.575922800000004.png
street,lack of social pressures,moderate engagement,neutral,201709_114.0696131_22.72285939999999.png
buildings,grounded in worldly context,continued awareness of responsibilities,negative,201709_114.0696131_22.72285939999999.png
cars,absence of escape,limited detachment from daily nuisances,negative,201709_114.0696131_22.72285939999999.png
intersection,lack of escape,no mental detachment,negative,201709_114.0707516_22.619814200000004.png
roads,regulated environment,functional use,neutral,201709_114.0707516_22.619814200000004.png
buildings,absence of refuge,no relaxation,negative,201709_114.0707516_22.619814200000004.png
trees,sense of being outdoors,connection to nature,positive,201709_114.0715639_22.5858708.png
roads,not a complete escape,continuation of urban engagement,negative,201709_114.0715639_22.5858708.png
vehicles,distraction from relaxation,inability to cease thinking,negative,201709_114.0715639_22.5858708.png
entrance,connection to urban demands,reminder of everyday tasks,negative,201709_114.0715639_22.5858708.png
vegetation,escape from urban distractions,seek respite,positive,201709_114.0756785_22.621517099999995.png
pathways,serene atmosphere,enjoy tranquility,positive,201709_114.0756785_22.621517099999995.png
area,respite from daily routines,take a break,positive,201709_114.0756785_22.621517099999995.png
absence,feeling of being away,reduce stress,positive,201709_114.0756785_22.621517099999995.png
road,lack of escape,focus on journey,negative,201709_114.0759565_22.641131100000003.png
traffic,stress from congestion,hurry to destination,negative,201709_114.0759565_22.641131100000003.png
construction,disruption of peace,avoidance of area,negative,201709_114.0759565_22.641131100000003.png
greenery,slight relief,appreciate nature,neutral,201709_114.0759565_22.641131100000003.png
road,not effective as a refuge,difficult to escape,negative,201709_114.0735486_22.645347300000005.png
traffic,not effective as a refuge,difficult to escape,negative,201709_114.0735486_22.645347300000005.png
infrastructure,not effective as a refuge,difficult to escape,negative,201709_114.0735486_22.645347300000005.png
buildings,not effective as a refuge,difficult to escape,negative,201709_114.0735486_22.645347300000005.png
greenery,somewhat effective,provides slight disconnection,neutral,201709_114.0735486_22.645347300000005.png
street,not a refuge,escape demanding thoughts,negative,201709_114.0771623_22.645235100000004.png
buildings,part of everyday world,daily activities,neutral,201709_114.0771623_22.645235100000004.png
traffic,constant activity,engagement with environment,negative,201709_114.0771623_22.645235100000004.png
pedestrians,busy atmosphere,movement through space,neutral,201709_114.0771623_22.645235100000004.png
trees,sense of escape,seeking tranquility,positive,201709_114.0776843_22.697828799999996.png
buildings,limited disconnect,feeling of obligation,negative,201709_114.0776843_22.697828799999996.png
vehicles,urban presence,returning to routine,negative,201709_114.0776843_22.697828799999996.png
traffic,stressful environment,avoidance of the area,negative,201709_114.0794414_22.701349300000004.png
construction,distraction from relaxation,increased anxiety,negative,201709_114.0794414_22.701349300000004.png
public spaces,lack of refuge,difficulty in disengaging,negative,201709_114.0794414_22.701349300000004.png
trees,sense of escape,disconnect from daily demands,positive,201709_114.0793126_22.562718900000004.png
pathways,areas for relaxation,contemplate,positive,201709_114.0793126_22.562718900000004.png
plaza,space for contemplation,relax,positive,201709_114.0793126_22.562718900000004.png
road,accessible urban space,navigate,neutral,201709_114.0793126_22.562718900000004.png
parking,urban presence,access,neutral,201709_114.0793126_22.562718900000004.png
cars,urban activity,move through space,neutral,201709_114.0793126_22.562718900000004.png
road,lack of refuge,transitional movement,negative,201709_114.0796603_22.647957800000004.png
trees,minimal green space,brief respite,neutral,201709_114.0796603_22.647957800000004.png
buildings,urban nuisances,continuation of daily tasks,negative,201709_114.0796603_22.647957800000004.png
wires,urban clutter,distraction,negative,201709_114.0796603_22.647957800000004.png
construction,preoccupied with demands,avoidance of refuge,negative,201709_114.07971477593887_22.71126202345593.png
trees,moderate sense of being away,walk or observe,positive,201709_114.08421288491131_22.647854636615133.png
walkways,slight separation from nuisances,escape from demands,positive,201709_114.08421288491131_22.647854636615133.png
urban,lack of profound detachment,none,negative,201709_114.08421288491131_22.647854636615133.png
road,not a refuge,avoid the area,negative,201709_114.08605403251362_22.64994922406397.png
traffic,active urban area,seek quieter spaces,negative,201709_114.08605403251362_22.64994922406397.png
infrastructure,functional focus,continue with demands,neutral,201709_114.08605403251362_22.64994922406397.png
street,lack of escape,difficulty detaching,negative,201709_114.0861318_22.6481459.png
traffic,stressful environment,increased anxiety,negative,201709_114.0861318_22.6481459.png
infrastructure,functional but uninviting,limited relaxation,negative,201709_114.0861318_22.6481459.png
crowd,overwhelming presence,avoidance of space,negative,201709_114.0861318_22.6481459.png
buildings,lack of escape,persistent daily concerns,negative,201709_114.0864595_22.6430561.png
traffic,stressful environment,increased daily pressures,negative,201709_114.0864595_22.6430561.png
activity,no mental break,continued focus on tasks,negative,201709_114.0864595_22.6430561.png
trees,feeling of respite,escape from urban nuisances,positive,201709_114.0871723_22.5609009.png
sky,moderate sense of being away,enjoyment of open space,positive,201709_114.0871723_22.5609009.png
buildings,not a complete escape,awareness of urban environment,negative,201709_114.0871723_22.5609009.png
cars,not a complete escape,acknowledgment of urban activity,negative,201709_114.0871723_22.5609009.png
pedestrians,not a complete escape,recognition of urban life,negative,201709_114.0871723_22.5609009.png
streetscape,lack of escape,continuation of routine,negative,201709_114.08609958800685_22.54267965139848.png
shops,part of everyday environment,engagement in commercial activity,neutral,201709_114.08609958800685_22.54267965139848.png
traffic,increased stress,avoidance of the area,negative,201709_114.08609958800685_22.54267965139848.png
pedestrian flow,sense of routine,participation in daily life,neutral,201709_114.08609958800685_22.54267965139848.png
nature,sense of being away,retreat from daily demands,positive,201709_114.0895652_22.672388600000005.png
road,feeling of escape,break from routine,positive,201709_114.0895652_22.672388600000005.png
landscape,absence of urban distractions,enhanced relaxation,positive,201709_114.0895652_22.672388600000005.png
site,limited sense of escape,avoidance of unpleasant environment,negative,201709_114.09394871171243_22.64708706936366.png
road,potentially unpleasant environment,distraction from tasks,negative,201709_114.09394871171243_22.64708706936366.png
work,demanding tasks,increased stress,negative,201709_114.09394871171243_22.64708706936366.png
gas,not a refuge,move on,negative,201709_114.0892075_22.703675100000005.png
environment,transactional,refuel,negative,201709_114.0892075_22.703675100000005.png
setting,lack of escape,not stop thinking,negative,201709_114.0892075_22.703675100000005.png
path,sense of refuge,step away from daily nuisances,positive,201709_114.08944130000002_22.6905944.png
trees,sense of refuge,step away from daily nuisances,positive,201709_114.08944130000002_22.6905944.png
hills,sense of refuge,step away from daily nuisances,positive,201709_114.08944130000002_22.6905944.png
materials,detracts from natural escape,limited engagement with nature,negative,201709_114.08944130000002_22.6905944.png
fencing,detracts from natural escape,limited engagement with nature,negative,201709_114.08944130000002_22.6905944.png
intersection,low sense of escape,limited refuge seeking,negative,201709_114.0945183_22.566247199999996.png
traffic,overwhelmed by stimuli,avoidance of the area,negative,201709_114.0945183_22.566247199999996.png
construction,disruption of peace,increased stress,negative,201709_114.0945183_22.566247199999996.png
intersection,not a refuge,avoid mental detachment,negative,201709_114.0946047_22.6365959.png
traffic,stressful environment,increase anxiety,negative,201709_114.0946047_22.6365959.png
buildings,functional setting,engage in daily activities,neutral,201709_114.0946047_22.6365959.png
trees,moderate sense of being away,create mental distance,positive,201709_114.0961759_22.659533099999997.png
industrial,mental distance from urban stresses,escape from daily nuisances,positive,201709_114.0961759_22.659533099999997.png
natural,limited feeling of escape,reduce stress,negative,201709_114.0961759_22.659533099999997.png
cars,not a refuge,increased obligations,negative,201709_114.0970581_22.647448799999996.png
buildings,feeling of urbanity,difficulty in relaxation,negative,201709_114.0970581_22.647448799999996.png
power lines,disconnection from nature,lack of focus on self,negative,201709_114.0970581_22.647448799999996.png
road,lack of refuge,none,negative,201709_114.0978356_22.692444399999992.png
overpass,daily routine stress,none,negative,201709_114.0978356_22.692444399999992.png
greenery,minimal escape,none,neutral,201709_114.0978356_22.692444399999992.png
trees,not feeling disconnected,remain engaged,negative,201709_114.098375_22.627081999999998.png
bushes,not feeling disconnected,remain engaged,negative,201709_114.098375_22.627081999999998.png
shops,sense of everyday presence,continue daily activities,negative,201709_114.098375_22.627081999999998.png
street,not feeling away from demands,stay involved,negative,201709_114.098375_22.627081999999998.png
traffic,stressful environment,avoidance of space,negative,201709_114.1016259_22.709084899999997.png
construction,disruption of peace,seeking quieter areas,negative,201709_114.1016259_22.709084899999997.png
buildings,lack of refuge,transit rather than relaxation,negative,201709_114.1016259_22.709084899999997.png
roads,limited feeling of escape,reduced engagement,negative,201709_114.1044272_22.5733348.png
buildings,limited feeling of escape,reduced engagement,negative,201709_114.1044272_22.5733348.png
fences,limited feeling of escape,reduced engagement,negative,201709_114.1044272_22.5733348.png
lampposts,limited feeling of escape,reduced engagement,negative,201709_114.1044272_22.5733348.png
greenery,integrated urban environment,limited connection to nature,negative,201709_114.1044272_22.5733348.png
cars,ordinary life,none,negative,201709_114.1036659_22.633577100000004.png
buildings,ordinary life,none,negative,201709_114.1036659_22.633577100000004.png
greenery,lack of escape,none,negative,201709_114.1036659_22.633577100000004.png
greenery,sense of being away,mentally detach,positive,201709_114.1053046_22.603605199999993.png
buildings,respite from noise,escape,positive,201709_114.1053046_22.603605199999993.png
street,feeling of refuge,seek quiet,positive,201709_114.1053046_22.603605199999993.png
trees,slight respite,temporary shift in focus,positive,201709_114.1045315_22.6256058.png
buildings,moderate sense of 'being away',not a complete escape,negative,201709_114.1045315_22.6256058.png
street,not a complete escape,daily life's demands,negative,201709_114.1045315_22.6256058.png
greenery,slight respite,temporary shift in focus,positive,201709_114.1045315_22.6256058.png
pedestrian areas,slight respite,temporary shift in focus,positive,201709_114.1045315_22.6256058.png
traffic,lack of escape,increased attention,negative,201709_114.10622441737641_22.68984118288231.png
shops,distraction from daily concerns,engagement in urban life,negative,201709_114.10622441737641_22.68984118288231.png
pedestrian,busy environment,interaction with others,negative,201709_114.10622441737641_22.68984118288231.png
intersection,not a sense of escape,continued daily activities,negative,201709_114.1064122_22.6536206.png
traffic,stressful environment,avoidance of the area,negative,201709_114.1064122_22.6536206.png
greenery,minimal respite,brief enjoyment,neutral,201709_114.1064122_22.6536206.png
buildings,urban confinement,acceptance of surroundings,negative,201709_114.1064122_22.6536206.png
trees,sense of being away,mental respite,positive,201709_114.10645_22.632911199999995.png
buildings,urban stressors,separation from daily demands,negative,201709_114.10645_22.632911199999995.png
green spaces,potential escape,relaxation,positive,201709_114.10645_22.632911199999995.png
street,calm environment,reduced anxiety,positive,201709_114.10645_22.632911199999995.png
buildings,limited refuge,continuation of routines,negative,201709_114.10725470000001_22.7062961.png
infrastructure,lack of escape,maintenance of daily life,negative,201709_114.10725470000001_22.7062961.png
greenery,sense of escape,seeking refuge,positive,201709_114.11168102857242_22.714879766622584.png
traffic,lack of peace,avoidance,negative,201709_114.11168102857242_22.714879766622584.png
activity,sense of quietness,relaxation,positive,201709_114.11168102857242_22.714879766622584.png
industrial,neglected feel,discomfort,negative,201709_114.11168102857242_22.714879766622584.png
