spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
sidewalk,limited exploration,walking,negative,201312_113.9663157_22.5911024.png
road,constrained movement,driving,negative,201312_113.9663157_22.5911024.png
buildings,imposed boundaries,restricted movement,negative,201312_113.9663157_22.5911024.png
traffic,confined possibilities,navigation,negative,201312_113.9663157_22.5911024.png
road,sense of scale,exploration,positive,201312_113.97725700000001_22.692804.png
buildings,feeling of openness,movement,positive,201312_113.97725700000001_22.692804.png
fences,visible boundaries,limited exploration,negative,201312_113.97725700000001_22.692804.png
highway,sense of openness,opportunities for movement,positive,201312_113.9738335_22.7337.png
landscape,implies vastness,exploration,positive,201312_113.9738335_22.7337.png
sky,suggests freedom,movement,positive,201312_113.9738335_22.7337.png
road,limited exploration,avoid obstacles,negative,201312_113.97779910000001_22.583089800000003.png
terrain,difficult traversal,hesitate to explore,negative,201312_113.97779910000001_22.583089800000003.png
vegetation,sense of confinement,stay within safe areas,negative,201312_113.97779910000001_22.583089800000003.png
mountains,hint of opportunity,desire to explore further,positive,201312_113.97779910000001_22.583089800000003.png
street,possibilities for movement,exploration,positive,201312_113.9768203_22.7324706.png
traffic,limitations on exploration,caution in movement,negative,201312_113.9768203_22.7324706.png
buildings,defined boundaries,restricted movement,negative,201312_113.9768203_22.7324706.png
roads,sense of breadth,exploration,positive,201312_113.98020260000001_22.706513.png
fences,imposed limitations,restricted movement,negative,201312_113.98020260000001_22.706513.png
sky,sense of openness,encouragement to explore,positive,201312_113.98020260000001_22.706513.png
terrain,restricted exploration,hesitation to move freely,negative,201312_113.98020260000001_22.706513.png
building,sense of enclosure,limited exploration,negative,201312_113.98020260000001_22.706513.png
road,feeling of openness,explore the area,positive,201312_113.9866768764742_22.71677410752129.png
landscapes,sense of vastness,journey into nature,positive,201312_113.9866768764742_22.71677410752129.png
hills,freedom to move,wander freely,positive,201312_113.9866768764742_22.71677410752129.png
sky,sense of openness,explore surroundings,positive,201312_113.9866768764742_22.71677410752129.png
street,reasonable sense of scope,further exploration,positive,201312_114.02460795663488_22.690583366445924.png
buildings,feeling of being in a larger environment,movement,positive,201312_114.02460795663488_22.690583366445924.png
road,sense of distance,exploration,positive,201312_114.02460795663488_22.690583366445924.png
road,sense of exploration,encourages wandering,positive,201312_114.02329532604585_22.718456107324215.png
greenery,feeling of openness,invites discovery,positive,201312_114.02329532604585_22.718456107324215.png
walls,sense of confinement,restricts movement,negative,201312_114.02329532604585_22.718456107324215.png
road,imposed boundaries,limits exploration,negative,201312_114.02329532604585_22.718456107324215.png
buildings,limited exploration,restricted movement,negative,201312_114.0020013_22.7316767.png
traffic,sense of danger,avoidance of street,negative,201312_114.0020013_22.7316767.png
pedestrian areas,functional design,practical use,neutral,201312_114.0020013_22.7316767.png
street,dominated by vehicles,hesitation to walk,negative,201312_114.0020013_22.7316767.png
roads,somewhat limited exploration,restricted movement,negative,201312_113.98465042947734_22.697789878371264.png
sidewalks,somewhat limited exploration,restricted movement,negative,201312_113.98465042947734_22.697789878371264.png
construction,sense of confinement,hesitation to explore,negative,201312_113.98465042947734_22.697789878371264.png
buildings,structured environment,limited discovery,negative,201312_113.98465042947734_22.697789878371264.png
road,sense of exploration,continue the journey,positive,201312_114.1090122_22.6811702.png
greenery,feeling of openness,encouraged to wander,positive,201312_114.1090122_22.6811702.png
wall,limited freedom,restricted movement,negative,201312_114.1090122_22.6811702.png
trees,constrained space,hesitation to explore,negative,201312_114.1090122_22.6811702.png
street,sense of breadth,exploration,positive,201312_113.9868342_22.6970249.png
buildings,constrained environment,limited exploration,negative,201312_113.9868342_22.6970249.png
road,boundaries,restricted movement,negative,201312_113.9868342_22.6970249.png
buildings,constrained exploration,limited movement,negative,201312_114.01953790895728_22.71317023818615.png
sidewalks,restricted space,hesitant engagement,negative,201312_114.01953790895728_22.71317023818615.png
greenery,lack of openness,minimal interaction,negative,201312_114.01953790895728_22.71317023818615.png
road,boundaries imposed,avoidance of exploration,negative,201312_114.01953790895728_22.71317023818615.png
street,sense of containment,limited exploration,negative,201312_114.12473379288609_22.683326689080907.png
buildings,restricted freedom,hesitation to roam,negative,201312_114.12473379288609_22.683326689080907.png
vehicles,constrained movement,avoidance of wide roaming,negative,201312_114.12473379288609_22.683326689080907.png
storefronts,sense of enclosure,focus on immediate surroundings,negative,201312_114.12473379288609_22.683326689080907.png
road,feeling of openness,movement and exploration,positive,201312_114.0766239_22.750108900000004.png
buildings,sense of potential,choosing different pathways,positive,201312_114.0766239_22.750108900000004.png
greenery,enhanced possibility,encouraging exploration,positive,201312_114.0766239_22.750108900000004.png
sky,feeling of expansion,inspiring movement,positive,201312_114.0766239_22.750108900000004.png
street,moderate sense of scope,possibilities for movement,positive,201312_114.13003_22.6889903.png
walls,limited feeling of exploration,restricted movement,negative,201312_114.13003_22.6889903.png
buildings,sense of boundaries,constrained exploration,negative,201312_114.13003_22.6889903.png
street,sense of exploration,exploring the area,positive,201312_114.0251038_22.7133515.png
buildings,curiosity about surroundings,discovering new places,positive,201312_114.0251038_22.7133515.png
intersections,opportunities for movement,navigating through the city,positive,201312_114.0251038_22.7133515.png
road,sense of continuity,traveling further,positive,201312_114.0251038_22.7133515.png
street,sense of openness,exploration,positive,201312_114.1371844_22.686265900000006.png
buildings,defined boundaries,constrained movement,negative,201312_114.1371844_22.686265900000006.png
traffic,constrained freedom,limited mobility,negative,201312_114.1371844_22.686265900000006.png
road,sense of limitation,restricted movement,negative,201312_114.1371844_22.686265900000006.png
barriers,limited exploration,reduced movement,negative,201312_114.14028577812942_22.64580744386048.png
roads,potential for movement,opportunity to explore,neutral,201312_114.14028577812942_22.64580744386048.png
activities,overwhelmed by construction,hesitation to engage,negative,201312_114.14028577812942_22.64580744386048.png
buildings,limited opportunities for exploration,restricted movement,negative,201312_114.139972570633_22.674626512428038.png
road,functional impression,lack of exploration,negative,201312_114.139972570633_22.674626512428038.png
landscapes,restricted feeling of possibility,discouraged discovery,negative,201312_114.139972570633_22.674626512428038.png
trees,limited exploration,avoidance of exploration,negative,201312_114.14506092354861_22.693567282949985.png
road,clear boundaries,restricted movement,negative,201312_114.14506092354861_22.693567282949985.png
fences,discouraged exploration,stay within limits,negative,201312_114.14506092354861_22.693567282949985.png
vegetation,some greenery,minimal engagement,neutral,201312_114.14506092354861_22.693567282949985.png
trees,sense of depth,exploration,positive,201312_114.0305048_22.7552166.png
buildings,feeling of enclosure,restricted movement,negative,201312_114.0305048_22.7552166.png
barriers,limited exploration,hesitation to explore,negative,201312_114.0305048_22.7552166.png
sidewalks,some accessibility,walking,neutral,201312_114.0305048_22.7552166.png
road,sense of direction,movement,neutral,201312_114.0305048_22.7552166.png
roadway,openness and potential for exploration,exploration,positive,201312_114.1465315_22.64902.png
fencing,limited feeling of movement,restriction,negative,201312_114.1465315_22.64902.png
buildings,sense of distance,observation,neutral,201312_114.1465315_22.64902.png
natural elements,enhanced openness,engagement with nature,positive,201312_114.1465315_22.64902.png
traffic,sense of congestion,avoidance,negative,201312_114.1465315_22.64902.png
infrastructure,imposed boundaries,conformity to limits,negative,201312_114.1465315_22.64902.png
road,sense of progression,movement along the road,positive,201312_114.1468709_22.670344.png
trees,bounded exploration,hesitation to explore,negative,201312_114.1468709_22.670344.png
traffic,feeling of restriction,avoidance of congestion,negative,201312_114.1468709_22.670344.png
sidewalks,defined pathways,structured movement,neutral,201312_114.1468709_22.670344.png
barriers,sense of confinement,limited exploration,negative,201312_114.1468709_22.670344.png
vehicles,presence of boundaries,cautious navigation,negative,201312_114.1468709_22.670344.png
urban structures,sense of enclosure,restricted movement,negative,201312_114.1468709_22.670344.png
street,potential for exploration,movement and discovery,positive,201312_114.1505006_22.683427199999993.png
buildings,suggests possibilities,movement and discovery,positive,201312_114.1505006_22.683427199999993.png
infrastructure,limited scope,preventing exploration,negative,201312_114.1505006_22.683427199999993.png
density,feeling of restriction,preventing exploration,negative,201312_114.1505006_22.683427199999993.png
road,limited expansiveness,exploration constrained,negative,201312_114.1545373_22.6585078.png
vegetation,constrained exploration,hesitance to explore,negative,201312_114.1545373_22.6585078.png
structures,sense of boundaries,reduced movement,negative,201312_114.1545373_22.6585078.png
road,limited exploration,avoidance of open spaces,negative,201312_114.15496564402403_22.68774104495292.png
greenery,some natural presence,mild engagement with surroundings,neutral,201312_114.15496564402403_22.68774104495292.png
buildings,sense of confinement,reduced movement,negative,201312_114.15496564402403_22.68774104495292.png
road,sense of linear progression,continue forward,positive,201312_114.1564987_22.682483800000004.png
buildings,limited exploration,hesitate to venture,negative,201312_114.1564987_22.682483800000004.png
fenced areas,restricted movement,avoid deviation,negative,201312_114.1564987_22.682483800000004.png
roads,reasonable sense of space,potential for movement,positive,201312_114.1675356_22.644914899999993.png
walkways,sense of possibility,exploration,positive,201312_114.1675356_22.644914899999993.png
overpass,suggestion of movement,exploration,positive,201312_114.1675356_22.644914899999993.png
greenery,implies exploration,exploration in multiple directions,positive,201312_114.1675356_22.644914899999993.png
urban,not overly confined,sense of possibility,positive,201312_114.1675356_22.644914899999993.png
streets,sense of vastness,exploration,positive,201312_114.1701336_22.6451791.png
crosswalks,feeling of potential,move about freely,positive,201312_114.1701336_22.6451791.png
roads,sense of openness,navigate easily,positive,201312_114.1701336_22.6451791.png
panorama,sense of openness,exploration,positive,201312_114.17593013178106_22.636968925868143.png
road,feeling of limitation,caution in movement,negative,201312_114.17593013178106_22.636968925868143.png
urban,urban engagement,interaction with city,positive,201312_114.17593013178106_22.636968925868143.png
road,feeling of spaciousness,exploring multiple paths,positive,201312_114.17911787827708_22.646863043098495.png
buildings,sense of direction,navigating through space,positive,201312_114.17911787827708_22.646863043098495.png
sidewalks,openness to movement,walking and interacting,positive,201312_114.17911787827708_22.646863043098495.png
road,limited exploration,avoidance of movement,negative,201312_114.1743229_22.648339499999995.png
construction,confinement,hesitation to explore,negative,201312_114.1743229_22.648339499999995.png
buildings,lack of freedom,reduced activity,negative,201312_114.1743229_22.648339499999995.png
fences,visual boundaries,restriction of movement,negative,201312_114.1743229_22.648339499999995.png
utility poles,physical barriers,discouragement from exploration,negative,201312_114.1743229_22.648339499999995.png
street,sense of exploration,exploring the area,negative,201312_114.18655560000002_22.637104.png
buildings,feeling of confinement,staying within limits,negative,201312_114.18655560000002_22.637104.png
sidewalks,sense of activity,walking or shopping,positive,201312_114.18655560000002_22.637104.png
storefronts,sense of engagement,browsing or purchasing,positive,201312_114.18655560000002_22.637104.png
traffic,sense of chaos,avoiding the road,negative,201312_114.18655560000002_22.637104.png
roads,sense of openness,exploration,positive,201312_114.18679310000002_22.650756199999996.png
buildings,sense of freedom,movement,positive,201312_114.18679310000002_22.650756199999996.png
horizon,potential for exploration,exploration,positive,201312_114.18679310000002_22.650756199999996.png
pathways,degree of freedom,movement,positive,201312_114.18679310000002_22.650756199999996.png
street,confined feeling,limited exploration,negative,201312_114.18534443829918_22.652647385478126.png
sidewalks,moderate openness,walking,neutral,201312_114.18534443829918_22.652647385478126.png
buildings,sense of enclosure,staying close,negative,201312_114.18534443829918_22.652647385478126.png
trees,calming presence,exploring nearby,positive,201312_114.18534443829918_22.652647385478126.png
fences,restricted movement,hesitation to explore,negative,201312_114.18534443829918_22.652647385478126.png
street,sense of exploration,encourages exploration,positive,201312_114.18090536599144_22.643472136404366.png
buildings,limited freedom,restricts movement,negative,201312_114.18090536599144_22.643472136404366.png
roads,clear boundaries,limits exploration,negative,201312_114.18090536599144_22.643472136404366.png
sidewalks,navigable environment,facilitates navigation,neutral,201312_114.18090536599144_22.643472136404366.png
road,sense of direction,movement,positive,201312_114.18888920000002_22.625178400000003.png
sky,potential for exploration,exploration,positive,201312_114.18888920000002_22.625178400000003.png
fences,limited freedom,restricted movement,negative,201312_114.18888920000002_22.625178400000003.png
buildings,sense of enclosure,stay within boundaries,negative,201312_114.18888920000002_22.625178400000003.png
road,sense of journey,exploration,positive,201312_114.19084678366524_22.66063459298591.png
guardrails,feeling of confinement,limited movement,negative,201312_114.19084678366524_22.66063459298591.png
vegetation,sense of enclosure,restricted exploration,negative,201312_114.19084678366524_22.66063459298591.png
walls,limited sense of exploration,restricted movement,negative,201312_114.19316369793675_22.635618175979587.png
buildings,defined area,focused activity,negative,201312_114.19316369793675_22.635618175979587.png
roads,defined boundaries,limited exploration,negative,201312_114.1908895_22.5558844.png
buildings,structured environment,restricted movement,negative,201312_114.1908895_22.5558844.png
hills,sense of larger environment,encouraged exploration,positive,201312_114.1908895_22.5558844.png
sidewalks,urban congestion,hesitation to engage,negative,201312_114.1908895_22.5558844.png
street,contained area,limited exploration,negative,201312_114.1945279_22.639228699999997.png
buildings,sense of boundaries,restricted movement,negative,201312_114.1945279_22.639228699999997.png
vehicles,confinement,hesitation to explore,negative,201312_114.1945279_22.639228699999997.png
roads,limited exploration,avoidance of exploration,negative,201312_114.1943834_22.631455699999997.png
infrastructure,constrained environment,reduced engagement,negative,201312_114.1943834_22.631455699999997.png
embankments,restricted view,lack of curiosity,negative,201312_114.1943834_22.631455699999997.png
boundaries,sense of confinement,hesitation to explore,negative,201312_114.1943834_22.631455699999997.png
road,reasonable space for movement,navigate through space,positive,201312_114.1950844_22.634264699999992.png
buildings,implied limitations to exploration,hesitate to explore further,negative,201312_114.1950844_22.634264699999992.png
intersections,connected areas,encourage movement towards larger spaces,positive,201312_114.1950844_22.634264699999992.png
urban structures,lack of vastness,restrict exploration,negative,201312_114.1950844_22.634264699999992.png
highway,sense of continuity,exploration,positive,201312_114.19602911551343_22.663121813261984.png
barriers,limited openness,hesitation to explore,negative,201312_114.19602911551343_22.663121813261984.png
buildings,broader context,curiosity,neutral,201312_114.19602911551343_22.663121813261984.png
road,sense of connectivity,exploration of pathways,positive,201312_114.1961887_22.708436.png
overpass,feeling of elevation,movement across spaces,positive,201312_114.1961887_22.708436.png
greenery,aesthetic appreciation,engagement with nature,positive,201312_114.1961887_22.708436.png
sky,sense of openness,broadening perspective,positive,201312_114.1961887_22.708436.png
buildings,urban density,navigation through the area,neutral,201312_114.1961887_22.708436.png
highway,feeling of exploration,long journeys,positive,201312_114.2010636_22.665965500000006.png
sky,sense of vastness,implying movement,positive,201312_114.2010636_22.665965500000006.png
hills,feeling of openness,encouraging exploration,positive,201312_114.2010636_22.665965500000006.png
highway,sense of vastness,exploration,positive,201312_114.19775787834423_22.663948568441985.png
road,limited exploration,restricted movement,negative,201312_114.19775787834423_22.663948568441985.png
landscape,moderate potential,journeying,neutral,201312_114.19775787834423_22.663948568441985.png
road,moderate scope,potential for exploration,neutral,201312_114.19969620936563_22.652557138337144.png
buildings,bounded environment,limited exploration,negative,201312_114.19969620936563_22.652557138337144.png
sidewalks,typical urban street,routine movement,neutral,201312_114.19969620936563_22.652557138337144.png
traffic,sense of congestion,caution in movement,negative,201312_114.19969620936563_22.652557138337144.png
highway,possibilities for movement,exploration,positive,201312_114.2033489_22.668222899999993.png
landscapes,sense of openness,travel,positive,201312_114.2033489_22.668222899999993.png
roads,freedom of choice,journey,positive,201312_114.2033489_22.668222899999993.png
skies,expansiveness,adventure,positive,201312_114.2033489_22.668222899999993.png
roads,degree of openness,movement in different directions,positive,201312_114.2022029_22.657184499999996.png
buildings,limited feeling of exploration,constrained discovery,negative,201312_114.2022029_22.657184499999996.png
fences,restricted freedom,avoidance of exploration,negative,201312_114.2022029_22.657184499999996.png
spaces,potential for varied experiences,engagement with surroundings,positive,201312_114.2022029_22.657184499999996.png
streets,sense of boundaries,restricting exploration,negative,201312_114.2074247_22.6760155.png
shops,limited exploration,traverse,negative,201312_114.2074247_22.6760155.png
infrastructure,feeling of vastness,create boundaries,negative,201312_114.2074247_22.6760155.png
area,built-up perception,restrict feeling,negative,201312_114.2074247_22.6760155.png
buildings,limited exploration,restricted movement,negative,201312_114.1964133_22.669798999999998.png
sidewalks,defined paths,guided navigation,neutral,201312_114.1964133_22.669798999999998.png
barricades,implied restrictions,hesitation to explore,negative,201312_114.1964133_22.669798999999998.png
road,suggested breadth,potential exploration,positive,201312_114.1964133_22.669798999999998.png
road,sense of larger environment,exploration,positive,201312_114.20805200000001_22.6377857.png
sidewalks,structured space,limited movement,negative,201312_114.20805200000001_22.6377857.png
fences,clear boundaries,restricted access,negative,201312_114.20805200000001_22.6377857.png
buildings,sense of enclosure,constrained exploration,negative,201312_114.20805200000001_22.6377857.png
road,limited exploration,restricted movement,negative,201312_114.21492477006552_22.750303352861994.png
buildings,sense of enclosure,hesitation to explore,negative,201312_114.21492477006552_22.750303352861994.png
urban infrastructure,defined boundaries,cautious navigation,negative,201312_114.21492477006552_22.750303352861994.png
highway,sense of openness,exploration,positive,201312_114.2176059_22.68184889999999.png
sky,feeling of spaciousness,enjoyment of space,positive,201312_114.2176059_22.68184889999999.png
guardrails,feeling of restriction,limited exploration,negative,201312_114.2176059_22.68184889999999.png
road,sense of limitation,restricted movement,negative,201312_114.2176059_22.68184889999999.png
street,limited sense of exploration,restricted movement,negative,201312_114.2148053_22.727966299999995.png
buildings,constrained paths for discovery,hesitant exploration,negative,201312_114.2148053_22.727966299999995.png
fences,imposed boundaries,avoidance of exploration,negative,201312_114.2148053_22.727966299999995.png
road,lack of vastness,limited engagement,negative,201312_114.2148053_22.727966299999995.png
buildings,sense of boundaries,limited exploration,negative,201312_114.2186886_22.6391748.png
roads,lack of vastness,restricted movement,negative,201312_114.2186886_22.6391748.png
infrastructure,urban confinement,decreased curiosity,negative,201312_114.2186886_22.6391748.png
road,confined environment,limited exploration,negative,201312_114.22741642663604_22.6742870331036.png
walls,sense of enclosure,restricted movement,negative,201312_114.22741642663604_22.6742870331036.png
vegetation,lack of openness,minimal engagement,negative,201312_114.22741642663604_22.6742870331036.png
street,sense of exploration,encourages movement,positive,201312_114.2215308_22.638467100000003.png
buildings,feeling of confinement,limits exploration,negative,201312_114.2215308_22.638467100000003.png
sidewalks,sense of safety,promotes walking,positive,201312_114.2215308_22.638467100000003.png
lanes,sense of direction,facilitates navigation,positive,201312_114.2215308_22.638467100000003.png
roads,sense of openness,exploration,positive,201312_114.2217792_22.645389599999994.png
intersection,spatial freedom,movement in multiple directions,positive,201312_114.2217792_22.645389599999994.png
buildings,imposed limitations,restricted exploration,negative,201312_114.2217792_22.645389599999994.png
traffic,imposed limitations,restricted exploration,negative,201312_114.2217792_22.645389599999994.png
highway,sense of openness,exploration,positive,201312_114.2280303_22.6858936.png
hills,potential for movement,exploration,positive,201312_114.2280303_22.6858936.png
road,implied vastness,exploration,positive,201312_114.2280303_22.6858936.png
streetscape,sense of openness,exploration,positive,201312_114.22255509192577_22.74762079192338.png
cars,limitations to exploration,hesitation to move,negative,201312_114.22255509192577_22.74762079192338.png
buildings,moderate sense of scope,restricted movement,neutral,201312_114.22255509192577_22.74762079192338.png
barriers,sense of confinement,avoidance of areas,negative,201312_114.22255509192577_22.74762079192338.png
buildings,limited sense of exploration,reduced movement,negative,201312_114.22327990000001_22.752087699999997.png
greenery,lack of vastness,minimal discovery,negative,201312_114.22327990000001_22.752087699999997.png
buildings,constrained exploration,limited movement,negative,201312_114.22879333076148_22.67811880661746.png
fences,restricted freedom,hesitation to explore,negative,201312_114.22879333076148_22.67811880661746.png
road,defined path,following direction,neutral,201312_114.22879333076148_22.67811880661746.png
highway,sense of freedom,exploration,positive,201312_114.22976024585495_22.66465441636165.png
hills,vastness,traveling,positive,201312_114.22976024585495_22.66465441636165.png
trees,tranquility,relaxation,positive,201312_114.22976024585495_22.66465441636165.png
sky,openness,adventure,positive,201312_114.22976024585495_22.66465441636165.png
highway,limited exploration,avoidance of movement,negative,201312_114.23170335000688_22.66473085769163.png
landscape,inaccessibility,reduced engagement,negative,201312_114.23170335000688_22.66473085769163.png
hills,distant allure,curiosity,neutral,201312_114.23170335000688_22.66473085769163.png
barriers,constrained freedom,hesitation to explore,negative,201312_114.23170335000688_22.66473085769163.png
buildings,limited exploration,hesitation to move,negative,201312_114.23322180000001_22.749445099999996.png
road,sense of continuation,encouragement to travel,positive,201312_114.23322180000001_22.749445099999996.png
vehicles,crowded environment,avoidance of congestion,negative,201312_114.23322180000001_22.749445099999996.png
road,sense of openness,movement exploration,positive,201312_114.2306855_22.6447186.png
hills,larger context to explore,encouragement to explore,positive,201312_114.2306855_22.6447186.png
sky,feeling of expansiveness,increased movement,positive,201312_114.2306855_22.6447186.png
infrastructure,sense of scope,travel across distances,positive,201312_114.2306855_22.6447186.png
cityscapes,potential for exploration,inspiration to venture,positive,201312_114.2306855_22.6447186.png
road,sense of freedom,move freely,positive,201312_114.2377708_22.660016599999995.png
walkway,sense of freedom,move freely,positive,201312_114.2377708_22.660016599999995.png
greenery,potential for exploration,explore beyond,positive,201312_114.2377708_22.660016599999995.png
hills,potential for exploration,explore beyond,positive,201312_114.2377708_22.660016599999995.png
infrastructure,imposed boundaries,limit exploration,negative,201312_114.2377708_22.660016599999995.png
intersection,sense of connectivity,exploration of surroundings,positive,201312_114.2375818252192_22.664361221799496.png
pathways,freedom of movement,navigating through space,positive,201312_114.2375818252192_22.664361221799496.png
greenery,calming effect,seeking relaxation,positive,201312_114.2375818252192_22.664361221799496.png
hills,sense of adventure,exploring beyond urban limits,positive,201312_114.2375818252192_22.664361221799496.png
infrastructure,overwhelming scale,considering urban exploration,neutral,201312_114.2375818252192_22.664361221799496.png
road,sense of openness,exploration,positive,201312_114.2335359_22.676501499999993.png
hills,potential for adventure,exploration,positive,201312_114.2335359_22.676501499999993.png
fences,feeling of restriction,hesitation to explore,negative,201312_114.2335359_22.676501499999993.png
sidewalk,defined pathways,following designated routes,neutral,201312_114.2335359_22.676501499999993.png
traffic,sense of urgency,caution in movement,negative,201312_114.2335359_22.676501499999993.png
road,sense of spaciousness,exploring the area,positive,201312_114.2461532_22.686516899999994.png
sky,feeling of freedom,moving freely,positive,201312_114.2461532_22.686516899999994.png
landscape,sense of exploration,exploring surroundings,positive,201312_114.2461532_22.686516899999994.png
road,sense of travel and possibility,exploration,positive,201312_114.24427254906077_22.685548141769612.png
sidewalks,areas for exploration,walking,positive,201312_114.24427254906077_22.685548141769612.png
buildings,dominated view,limited exploration,negative,201312_114.24427254906077_22.685548141769612.png
walls,visible barriers,restricted movement,negative,201312_114.24427254906077_22.685548141769612.png
fences,visible barriers,restricted movement,negative,201312_114.24427254906077_22.685548141769612.png
street,functional thoroughfare,limited exploration,negative,201312_114.24759367393123_22.751763700769764.png
buildings,defined boundaries,restricted movement,negative,201312_114.24759367393123_22.751763700769764.png
road,limited scope,minimal engagement,negative,201312_114.24759367393123_22.751763700769764.png
roads,sense of scope,potential exploration,positive,201312_114.2548337_22.687333400000007.png
mountains,larger area to explore,encouragement to explore,positive,201312_114.2548337_22.687333400000007.png
bridge,feeling of openness,invitation to cross,positive,201312_114.2548337_22.687333400000007.png
sky,sense of openness,inspiration to wander,positive,201312_114.2548337_22.687333400000007.png
road,limited exploration,avoidance of area,negative,201312_114.2637641_22.694024.png
buildings,constrained visual scope,reduced curiosity,negative,201312_114.2637641_22.694024.png
barriers,feeling of confinement,hesitation to explore,negative,201312_114.2637641_22.694024.png
debris,unpleasant environment,avoidance of exploration,negative,201312_114.2637641_22.694024.png
construction,unfinished nature,disinterest in area,negative,201312_114.2637641_22.694024.png
urban,overwhelming presence,withdrawal from space,negative,201312_114.2637641_22.694024.png
spaces,lack of accessibility,minimal exploration,negative,201312_114.2637641_22.694024.png
road,potential for exploration,encourages exploration,positive,201312_114.23760175466754_22.742406490495853.png
buildings,implicit boundaries,limits exploration,negative,201312_114.23760175466754_22.742406490495853.png
development,functional urban area,discourages extensive exploration,negative,201312_114.23760175466754_22.742406490495853.png
highway,sense of extended travel,exploration of destinations,positive,201312_114.26495182895304_22.709595012731427.png
sky,broader environment,increased awareness,positive,201312_114.26495182895304_22.709595012731427.png
landscape,feeling of scope,desire to explore,positive,201312_114.26495182895304_22.709595012731427.png
road,limited exploration,hesitation to venture off,negative,201312_114.26495182895304_22.709595012731427.png
road,moderate sense of openness,exploration,neutral,201312_114.2661953_22.752016300000005.png
sidewalks,sense of boundaries,restricted movement,negative,201312_114.2661953_22.752016300000005.png
green spaces,potential for exploration,encouragement to explore,positive,201312_114.2661953_22.752016300000005.png
buildings,urban infrastructure,limited movement,negative,201312_114.2661953_22.752016300000005.png
trees,sense of nature,invitation to relax,positive,201312_114.2661953_22.752016300000005.png
highway,limited exploration,restricted movement,negative,201312_114.2668932_22.764998399999996.png
barriers,constrained freedom,avoidance of exploration,negative,201312_114.2668932_22.764998399999996.png
hills,sense of enclosure,hesitation to explore,negative,201312_114.2668932_22.764998399999996.png
trees,limited visibility,cautious movement,negative,201312_114.2668932_22.764998399999996.png
road,sense of breadth,movement and exploration,positive,201312_114.2727165_22.694055199999998.png
horizon,sense of openness,exploration,positive,201312_114.2727165_22.694055199999998.png
buildings,sense of boundaries,navigation,neutral,201312_114.2727165_22.694055199999998.png
highway,feeling of openness,exploration,positive,201312_114.27759610961736_22.662900653370745.png
hills,sense of vastness,journey,positive,201312_114.27759610961736_22.662900653370745.png
sky,feeling of freedom,movement,positive,201312_114.27759610961736_22.662900653370745.png
road,sense of direction,navigate effectively,positive,201312_114.2380314_22.670535799999996.png
hills,broader context,explore surroundings,positive,201312_114.2380314_22.670535799999996.png
vegetation,limited perceived freedom,hesitate to explore,negative,201312_114.2380314_22.670535799999996.png
fences,contained space,restrict movement,negative,201312_114.2380314_22.670535799999996.png
slopes,limited possibilities,avoid exploration,negative,201312_114.2380314_22.670535799999996.png
road,sense of openness,movement and exploration,positive,201312_114.2411396_22.6499076.png
buildings,expansive feeling,engagement with surroundings,positive,201312_114.2411396_22.6499076.png
overpass,safety and connectivity,crossing spaces,positive,201312_114.2411396_22.6499076.png
road,constrained perspective,limited exploration,negative,201312_114.2407985_22.655806999999996.png
buildings,sense of linear progression,movement along the road,neutral,201312_114.2407985_22.655806999999996.png
infrastructure,suggested boundaries,restricted navigation,negative,201312_114.2407985_22.655806999999996.png
natural elements,lack of connection to nature,disengagement from surroundings,negative,201312_114.2407985_22.655806999999996.png
highway,sense of vastness,venturing further,positive,201312_114.27193234373506_22.6662252991443.png
hills,ample room for exploration,movement,positive,201312_114.27193234373506_22.6662252991443.png
sky,feeling of openness,exploring surroundings,positive,201312_114.27193234373506_22.6662252991443.png
landscape,unimpeded boundaries,engaging with nature,positive,201312_114.27193234373506_22.6662252991443.png
roads,sense of exploration,movement through space,positive,201312_114.28216869505376_22.684396481503317.png
buildings,impression of expansiveness,engagement with environment,positive,201312_114.28216869505376_22.684396481503317.png
sidewalks,comfort in navigation,walking or strolling,positive,201312_114.28216869505376_22.684396481503317.png
roads,sense of exploration,exploring surroundings,positive,201312_114.2829641_22.722505.png
sidewalks,safety and accessibility,walking and socializing,positive,201312_114.2829641_22.722505.png
shops,variety of experiences,shopping and engaging,positive,201312_114.2829641_22.722505.png
buildings,diversity in architecture,appreciating aesthetics,positive,201312_114.2829641_22.722505.png
highway,sense of space and potential for exploration,moving forward,positive,201312_114.28141_22.776670399999997.png
landscape,feeling of largeness,exploring,positive,201312_114.28141_22.776670399999997.png
horizon,sense of openness,traveling,positive,201312_114.28141_22.776670399999997.png
highway,sense of continuation,limited exploration,neutral,201312_114.2854693_22.661615100000002.png
guardrails,creation of boundaries,restricted movement,negative,201312_114.2854693_22.661615100000002.png
environment,lack of vastness,minimal engagement,negative,201312_114.2854693_22.661615100000002.png
buildings,constrained exploration,limited movement,negative,201312_114.2873743_22.774913799999997.png
road,restricted freedom,navigating along the path,negative,201312_114.2873743_22.774913799999997.png
construction,uncertainty,avoiding areas,negative,201312_114.2873743_22.774913799999997.png
road,sense of openness,exploration,positive,201312_114.2902803_22.780098900000002.png
buildings,feeling of confinement,restriction of movement,negative,201312_114.2902803_22.780098900000002.png
