full_path,year,lon,lat,score1,score,local_moran_i,local_moran_p,local_moran_quad,local_moran_category
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.3844879049078_22.694927737925436.png,201312,114.3844879,22.69492774,0.548,0.26819,0.07364154140887787,0.094,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.38751719988959_22.614756043802693.png,201312,114.3875172,22.61475604,0.60552,0.60011,-0.06948582252463519,0.058,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.3907674_22.715154400000003.png,201312,114.3907674,22.7151544,0.535,0.39732,0.005534303237220973,0.373,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.3908848_22.7107337.png,201312,114.3908848,22.7107337,0.49547,0.3536,-0.009953342860184355,0.42,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.3940449_22.663478299999994.png,201312,114.3940449,22.6634783,0.381,0.5463,-0.05350244920371522,0.033,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.39662752429521_22.66077937955246.png,201312,114.3966275,22.66077938,0.38286,0.39842,0.015294721316486931,0.128,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.3980056_22.695391199999996.png,201312,114.3980056,22.6953912,0.51382,0.30714,0.05413053209669864,0.123,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.3994517_22.718462399999993.png,201312,114.3994517,22.7184624,0.5376,0.31895,-0.04686428843602489,0.229,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.40110214497871_22.75813869549027.png,201312,114.4011021,22.7581387,0.383,0.58114,-0.09875570094089076,0.051,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4014968_22.718388399999995.png,201312,114.4014968,22.7183884,0.51687,0.7509,-0.23709083070411524,0.045,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4025148_22.7138714.png,201312,114.4025148,22.7138714,0.456,0.39191,0.010219533418392083,0.293,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4042881_22.7525312.png,201312,114.4042881,22.7525312,0.3278,0.193,0.13586944966358833,0.112,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4100365_22.6964255.png,201312,114.4100365,22.6964255,0.41045,0.40161,0.030228262214480182,0.033,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4102507_22.647543199999994.png,201312,114.4102507,22.6475432,0.52374,0.4397,0.004596046932518181,0.048,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.412929_22.6364274.png,201312,114.412929,22.6364274,0.45,0.55543,-0.05902197216802538,0.12,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4138687_22.6339508.png,201312,114.4138687,22.6339508,0.5497,0.63311,-0.13781817194449342,0.073,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4140567_22.696117900000004.png,201312,114.4140567,22.6961179,0.33735,0.287,0.0792919268454773,0.067,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4191801_22.642567800000002.png,201312,114.4191801,22.6425678,0.34645,0.7,-0.17449336939013785,0.014,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4226865_22.63003519999999.png,201312,114.4226865,22.6300352,0.6384,0.53648,-0.07772536975604111,0.002,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4229774108254_22.616082282821168.png,201312,114.4229774,22.61608228,0.513,0.0,0.3633770051907112,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.42792634826039_22.627361865481564.png,201312,114.4279263,22.62736187,0.40954,0.3378,0.09308263327961894,0.002,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4314124_22.5944781.png,201312,114.4314124,22.5944781,0.38735,0.19832,0.3271134127831517,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.43740236399466_22.60412014925962.png,201312,114.4374024,22.60412015,0.11875,0.0,0.9222078840486738,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4391976_22.585810399999996.png,201312,114.4391976,22.5858104,0.5376,0.44296,0.007990180202816175,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.44067247513654_22.602167980555294.png,201312,114.4406725,22.60216798,0.24398,0.0,1.0954887862653073,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.44408536379838_22.60044062379121.png,201312,114.4440854,22.60044062,0.39576,0.0,0.8545713173391934,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.44753853438388_22.59878176472855.png,201312,114.4475385,22.59878176,0.5376,0.55489,-0.2743837524198701,0.001,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4491001_22.6303715.png,201312,114.4491001,22.6303715,0.51508,0.22136,0.19345895911734817,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4500566_22.596177499999992.png,201312,114.4500566,22.5961775,0.26,0.27187,0.2342053465437257,0.005,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.45393190000001_22.576957399999998.png,201312,114.4539319,22.5769574,0.57941,0.54638,-0.09285530542799826,0.01,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.454187_22.573039099999995.png,201312,114.454187,22.5730391,0.47,0.37781,0.036152557825741866,0.09,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.46222082344174_22.597519112938247.png,201312,114.4622208,22.59751911,0.49936,0.31043,0.1179310290739182,0.056,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4623147_22.564201599999997.png,201312,114.4623147,22.5642016,0.48177,0.44926,9.905749017576949e-05,0.021,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.46308265218917_22.600867810572353.png,201312,114.4630827,22.60086781,0.61096,0.38516,0.06518136365537987,0.041,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4660371_22.599518000000003.png,201312,114.4660371,22.599518,0.62871,0.49748,-0.05298579265835019,0.024,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4670775_22.593282500000004.png,201312,114.4670775,22.5932825,0.62871,0.49204,-0.03142992979069017,0.091,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4751016_22.5895245.png,201312,114.4751016,22.5895245,0.4457,0.49888,0.010187681636716215,0.419,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.47514667677305_22.59246633652697.png,201312,114.4751467,22.59246634,0.582,0.45,0.00011654563566993874,0.438,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4766241_22.591292899999996.png,201312,114.4766241,22.5912929,0.59,0.43335,-0.0010391752177235484,0.496,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4768636_22.600935600000003.png,201312,114.4768636,22.6009356,0.62314,0.38545,0.03759577873784735,0.082,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.47875850000001_22.553592399999996.png,201312,114.4787585,22.5535924,0.59929,0.51589,-0.017352260521600424,0.21,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.47923537862984_22.584275880726327.png,201312,114.4792354,22.58427588,0.3513,0.34451,0.061595352194737996,0.188,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4802195_22.582718999999997.png,201312,114.4802195,22.582719,0.62871,0.3851,0.052703031191487525,0.116,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.48075_22.543404699999993.png,201312,114.48075,22.5434047,0.57121,0.7,-0.17051238235058844,0.034,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4832208_22.5590197.png,201312,114.4832208,22.5590197,0.75065,0.58673,-0.06037812228497961,0.101,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4840805_22.53794989999999.png,201312,114.4840805,22.5379499,0.38286,0.2738,0.010561566331616175,0.424,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.48557416772826_22.59829195321127.png,201312,114.4855742,22.59829195,0.52579,0.473,-0.013790584108323827,0.063,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4873638_22.570848099999996.png,201312,114.4873638,22.5708481,0.7621,0.39732,0.02119585052607908,0.19,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4898353_22.568732999999998.png,201312,114.4898353,22.568733,0.67678,0.445,0.0022808565663898993,0.152,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.4932418459449_22.59812495946907.png,201312,114.4932418,22.59812496,0.48964,0.45346,-0.001876067467844854,0.114,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5019189_22.530503599999996.png,201312,114.5019189,22.5305036,0.29933,0.551,-0.042861859089731294,0.105,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5020857_22.597646299999997.png,201312,114.5020857,22.5976463,0.5376,0.55795,-0.05894733332139818,0.128,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.50825870000001_22.5439801.png,201312,114.5082587,22.5439801,0.615,0.45,-0.0002471645118517104,0.19,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5101182_22.53470929999999.png,201312,114.5101182,22.5347093,0.5376,0.51453,-0.025691989333786545,0.153,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5106195_22.595839499999997.png,201312,114.5106195,22.5958395,0.4954,0.39732,0.018668181815877507,0.145,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5107575_22.541550199999996.png,201312,114.5107575,22.5415502,0.47568,0.37712,0.010888919950987664,0.38,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5155718_22.546039.png,201312,114.5155718,22.546039,0.38286,0.5134,-0.033824669245832446,0.116,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.52151801756803_22.5503279488395.png,201312,114.521518,22.55032795,0.37815,0.451,-0.0008695154049384952,0.095,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5220393_22.475605999999992.png,201312,114.5220393,22.475606,0.48333,0.485,-0.010977108822129817,0.279,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.52381306735515_22.478818206957524.png,201312,114.5238131,22.47881821,0.5526,0.45,-5.063027738031134e-05,0.408,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.52687398431966_22.55529951634409.png,201312,114.526874,22.55529952,0.37603,0.31446,0.05632974564107008,0.206,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.52854614555584_22.484118971276985.png,201312,114.5285461,22.48411897,0.15955,0.55,-0.040640426326834435,0.216,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5302195_22.557136299999996.png,201312,114.5302195,22.5571363,0.32734,0.44403,0.0048355530652742975,0.044,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5316803_22.488411699999997.png,201312,114.5316803,22.4884117,0.55311,0.458,-0.0012522052310527205,0.375,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.53446893156645_22.490667636964762.png,201312,114.5344689,22.49066764,0.65,0.45,-0.0001369782641871961,0.316,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5483818_22.501877299999993.png,201312,114.5483818,22.5018773,0.355,0.40943,0.0166529583181783,0.099,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5506189_22.557558299999997.png,201312,114.5506189,22.5575583,0.55968,0.27764,0.06887339355306911,0.103,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.56205587873401_22.552096985531563.png,201312,114.5620559,22.55209699,0.61507,0.57851,-0.08432501700271842,0.047,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5669133_22.495827700000003.png,201312,114.5669133,22.4958277,0.49697,0.488,-0.023430568068558467,0.029,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5713258_22.547361500000004.png,201312,114.5713258,22.5473615,0.80648,0.55926,-0.05490345043790163,0.082,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.5959745_22.5385763.png,201312,114.5959745,22.5385763,0.151,0.475,-0.0009083616595066384,0.438,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201312_114.602737_22.542949899999996.png,201312,114.602737,22.5429499,0.3585,0.71208,-0.1830456712433425,0.045,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.037805_22.73677109999999.png,201402,114.037805,22.7367711,0.176,0.4562,-0.0006325268641573201,0.343,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.16331550000001_22.657446800000002.png,201402,114.1633155,22.6574468,0.3277,0.321,0.05207778323252576,0.005,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.1971458_22.6760886.png,201402,114.1971458,22.6760886,0.50835,0.43209,0.005303136555675528,0.052,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.2354072444943_22.717375951530183.png,201402,114.2354072,22.71737595,0.53082,0.44841,-0.00036418726311188046,0.158,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.2535144_22.696713399999997.png,201402,114.2535144,22.6967134,0.23623,0.58719,-0.03942433534537426,0.074,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.2854241_22.7630765.png,201402,114.2854241,22.7630765,0.4305,0.3761,0.04129336034473046,0.016,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.2917458_22.775605299999995.png,201402,114.2917458,22.7756053,0.4613,0.42323,0.017644528394829745,0.008,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.29298400868292_22.690155413404717.png,201402,114.292984,22.69015541,0.45886,0.458,-0.0037538305063496966,0.048,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.30128034173985_22.712177235389564.png,201402,114.3012803,22.71217724,0.39326,0.3044,0.049091655184219235,0.14,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.30325706315772_22.703626619142224.png,201402,114.3032571,22.70362662,0.415,0.41125,0.017001209221732625,0.038,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.30978904708078_22.699304893574542.png,201402,114.309789,22.69930489,0.20441,0.477,-0.015652658969039262,0.018,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.31223135126848_22.67236365375285.png,201402,114.3122314,22.67236365,0.538,0.37667,0.05937011312549226,0.027,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.31253709602333_22.77022698214317.png,201402,114.3125371,22.77022698,0.4334,0.26065,0.20804740813893832,0.002,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3126874_22.6741184.png,201402,114.3126874,22.6741184,0.36846,0.31,0.09769807733684047,0.044,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.31282391584024_22.716085470930057.png,201402,114.3128239,22.71608547,0.63,0.264,0.08031996658446947,0.055,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.317867137311_22.735005186227806.png,201402,114.3178671,22.73500519,0.43,0.2586,0.1226541049762911,0.007,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.32487122091618_22.686445706805312.png,201402,114.3248712,22.68644571,0.5,0.44643,0.0012346350311101908,0.094,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.32552398551188_22.739111257548483.png,201402,114.325524,22.73911126,0.27135,0.34641,0.1095500692849875,0.008,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.32746970000001_22.739143999999996.png,201402,114.3274697,22.739144,0.39857,0.21633,0.17639499404643935,0.016,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3385831_22.7636766.png,201402,114.3385831,22.7636766,0.2463,0.43813,0.0068923158749256384,0.005,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.34622870000001_22.695338.png,201402,114.3462287,22.695338,0.5563,0.24106,0.13935159523116314,0.02,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.34935705669396_22.72479227935493.png,201402,114.3493571,22.72479228,0.29891,0.218,0.041046756614433334,0.302,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3502292_22.688675400000005.png,201402,114.3502292,22.6886754,0.28953,0.47151,-0.017544398792254574,0.018,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3503119_22.760835700000005.png,201402,114.3503119,22.7608357,0.64766,0.43456,0.0055717405813411666,0.074,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.35708922806192_22.720431376967106.png,201402,114.3570892,22.72043138,0.301,0.43708,0.0031008785633905066,0.21,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.35812032074573_22.762068879996754.png,201402,114.3581203,22.76206888,0.83337,0.55647,-0.05068727835531979,0.041,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.35816648029157_22.70351388134908.png,201402,114.3581665,22.70351388,0.59688,0.33634,0.05195726455864814,0.077,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3588178_22.7231454.png,201402,114.3588178,22.7231454,0.17685,0.39732,0.013901082717277137,0.192,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.36034582007444_22.719017512451686.png,201402,114.3603458,22.71901751,0.60739,0.587,-0.037938765018042046,0.235,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.362242_22.6995994.png,201402,114.362242,22.6995994,0.63,0.2,0.09913694191972489,0.088,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.36461408764269_22.716380945173096.png,201402,114.3646141,22.71638095,0.5376,0.42388,-0.0007321604587390398,0.482,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.36619984580902_22.723449342929655.png,201402,114.3661998,22.72344934,0.48078,0.24108,0.035288535056324136,0.331,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.36632219598206_22.714358103273288.png,201402,114.3663222,22.7143581,0.60197,0.50258,-0.005263314496556616,0.394,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3678695_22.748553499999993.png,201402,114.3678695,22.7485535,0.694,0.46914,-0.009989593303795726,0.092,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3686757_22.704789699999996.png,201402,114.3686757,22.7047897,0.55,0.52193,-0.03670806373302637,0.085,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3763235_22.739888599999997.png,201402,114.3763235,22.7398886,0.63497,0.325,0.012540503704756735,0.388,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3764038_22.733768300000005.png,201402,114.3764038,22.7337683,0.147,0.57478,-0.006081352267677977,0.467,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.37644412471282_22.72605050481827.png,201402,114.3764441,22.7260505,0.30917,0.587,-0.006800227000763608,0.45,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.37810833693372_22.734786916068387.png,201402,114.3781083,22.73478692,0.46902,0.40968,-0.006711285056303294,0.397,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.37942332362421_22.733426411101615.png,201402,114.3794233,22.73342641,0.31811,0.44395,0.0002532052414539497,0.446,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.38452297926167_22.73857856117938.png,201402,114.384523,22.73857856,0.49969,0.39158,0.025856531370943448,0.145,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.38614481778613_22.740343950558373.png,201402,114.3861448,22.74034395,0.3963,0.29843,0.05206049570818679,0.214,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.3897088_22.742227699999997.png,201402,114.3897088,22.7422277,0.2913,0.32373,0.02982379402879424,0.268,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.39241537881304_22.725414696127416.png,201402,114.3924154,22.7254147,0.25768,0.35043,0.017638625527896065,0.267,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.39630518823527_22.743685028268725.png,201402,114.3963052,22.74368503,0.2112,0.40255,0.0021623172040321375,0.465,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.40193409240295_22.74506681567123.png,201402,114.4019341,22.74506682,0.47301,0.49685,-0.024704221820091764,0.17,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.40499880000002_22.6288611.png,201402,114.4049988,22.6288611,0.57143,0.35966,0.05121641466562851,0.037,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.4082642_22.637924899999998.png,201402,114.4082642,22.6379249,0.137,0.34061,0.0660526150189677,0.109,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.4091385_22.6321068.png,201402,114.4091385,22.6321068,0.22631,0.506,-0.058212672562655686,0.031,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.409243_22.6350267.png,201402,114.409243,22.6350267,0.23623,0.26146,0.07678916067731827,0.207,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.410324_22.6407317.png,201402,114.410324,22.6407317,0.48911,0.44,0.005474662728651396,0.086,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201402_114.4111051657152_22.632832100486777.png,201402,114.4111052,22.6328321,0.50378,0.35047,0.033568792823863595,0.259,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.02601178606123_22.752487728526603.png,201403,114.0260118,22.75248773,0.37199,0.33,0.042546878204658335,0.053,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.02884416138046_22.76146747143481.png,201403,114.0288442,22.76146747,0.51449,0.19615,0.12616294416440238,0.064,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.029818_22.763606499999998.png,201403,114.029818,22.7636065,0.58462,0.27,0.09397641914777097,0.036,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.1639762_22.6499309.png,201403,114.1639762,22.6499309,0.42,0.40071,0.02248556672959183,0.007,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.28577528718832_22.672723412972715.png,201403,114.2857753,22.67272341,0.34028,0.3,0.12434455873132616,0.007,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.2865602_22.6705316.png,201403,114.2865602,22.6705316,0.75333,0.29463,0.13534324166471726,0.011,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.28969024909823_22.670782674001266.png,201403,114.2896902,22.67078267,0.13662,0.3451,0.11671121881984282,0.003,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.291943_22.670415299999995.png,201403,114.291943,22.6704153,0.55158,0.27538,0.1954109986440918,0.002,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.2929717078102_22.671947215945814.png,201403,114.2929717,22.67194722,0.538,0.21805,0.2208316670094048,0.01,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.30636268763371_22.672150165103474.png,201403,114.3063627,22.67215017,0.236,0.408,0.021749797759565495,0.115,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\201403_114.3439078_22.665087599999996.png,201403,114.3439078,22.6650876,0.26,0.51441,-0.034989397314310285,0.007,4,HL
