keyword,count,type
open,1,descriptor
intrinsic,1,descriptor
perfectly designed,1,descriptor
basketball courts,1,object
industrial vehicles,1,object
visual lines,1,descriptor
surrounding structures,1,object
street view perspective,1,descriptor
well-paved,1,descriptor
visual predictability,1,descriptor
feeling of coherence,1,descriptor
slightly irregular,1,descriptor
boundaries,1,object
different areas,1,object
structured design,1,descriptor
natural areas,1,object
progression,1,descriptor
neatly kept,1,descriptor
slight wildness,1,descriptor
organizational principle,1,descriptor
partially visible,1,descriptor
organized unity,1,descriptor
disrupting,1,descriptor
low-rise buildings,1,object
trimmed bushes,1,object
discernible architectural style,1,descriptor
symmetrical design,1,descriptor
predictable environment,1,descriptor
mental integration,1,descriptor
construction crane,1,object
different landscaping styles,1,descriptor
complete order,1,descriptor
plantings,1,object
residential,1,descriptor
visible disarray,1,descriptor
parking lots,1,object
integrated whole,1,descriptor
functional areas,1,descriptor
tree-lined road,1,object
vehicular areas,1,object
organized feel,1,descriptor
perfect order,1,descriptor
visible pattern,1,descriptor
jumbled,1,descriptor
not strongly,1,descriptor
median,1,object
varied in design,1,descriptor
center line,1,object
patches of unkempt greenery,1,object
shipping containers,1,object
graffiti,1,object
clear distinctions,1,descriptor
exceptionally strong,1,descriptor
fitting together logically,1,descriptor
uniformity in building design,1,descriptor
good sense of order,1,descriptor
cobblestone path,1,object
unobstructed,1,descriptor
easy perception,1,descriptor
traffic markings,1,object
varying levels of maintenance,1,descriptor
spaced out,1,descriptor
somewhat sprawling,1,descriptor
highly ordered,1,descriptor
natural setting,1,descriptor
well-organized layout,1,descriptor
uniform nature,1,descriptor
navigable,1,descriptor
landscaping,1,descriptor
spaces,1,object
concrete space,1,object
inviting,1,descriptor
scene,1,object
general layout,1,descriptor
easily understood structure,1,descriptor
organized physical arrangement,1,descriptor
clear system,1,descriptor
intentional landscaping,1,descriptor
logical organization,1,descriptor
density,1,descriptor
centerline,1,object
clearings,1,object
concrete structures,1,object
grassy slopes,1,object
minor breaks,1,descriptor
urban buildings,1,object
well-planned layout,1,descriptor
systematically planted,1,descriptor
pedestrian walkway,1,object
railings,1,object
roadway,1,object
stone railings,1,object
neatly integrated,1,descriptor
stone railing,1,object
construction area,1,object
architectural structures,1,object
traffic,1,object
varied in style,1,descriptor
suggests planning,1,descriptor
rubble,1,object
visual disarray,1,descriptor
strategically placed,1,descriptor
harmonious order,1,descriptor
markings,1,descriptor
understandable arrangement,1,descriptor
exceptionally ordered,1,descriptor
perfectly uniform,1,descriptor
natural variations,1,descriptor
scaffolding,1,object
uninterrupted,1,descriptor
covered,1,descriptor
laid out logically,1,descriptor
serve their purpose,1,descriptor
blue bus,1,object
outdoor machinery,1,object
pile of dirt,1,object
significant,1,descriptor
unifying order,1,descriptor
landscape design,1,object
work site,1,object
active,1,descriptor
ground surface,1,object
designated spaces,1,object
visually balanced,1,descriptor
stonework,1,object
potentially repetitive,1,descriptor
patchwork,1,descriptor
belong together,1,descriptor
physical,1,descriptor
clear flow,1,descriptor
significant portion,1,descriptor
piles of materials,1,object
not seamless,1,descriptor
irregular arrangement,1,descriptor
discarded materials,1,object
entrance,1,object
moderately low,1,descriptor
general uniformity,1,descriptor
similar style,1,descriptor
temporary disorder,1,descriptor
road infrastructure,1,object
varied in greenness,1,descriptor
coherent overall impression,1,descriptor
not perfect,1,descriptor
consistent styles,1,descriptor
urban architecture,1,object
central green space,1,object
appropriate places,1,descriptor
moderate sense of coherence,1,descriptor
noticeable structure,1,descriptor
tree-lined,1,descriptor
balanced composition,1,descriptor
shops,1,object
defined edge,1,descriptor
mix of modern and older,1,descriptor
overall,1,descriptor
reasonable,1,descriptor
varying textures,1,descriptor
lamp posts,1,object
interconnected,1,descriptor
organization of the space,1,descriptor
not perfectly uniform,1,descriptor
meticulously planned,1,descriptor
naturally ordered,1,descriptor
placidity,1,descriptor
general sense of order,1,descriptor
significant amount,1,descriptor
street intersection,1,object
organized planning,1,descriptor
meticulously designed,1,descriptor
feel of the space,1,descriptor
lines of sight,1,object
immediately clear,1,descriptor
cohesive composition,1,descriptor
urban street layout,1,object
captivating,1,descriptor
undeveloped green spaces,1,object
unified design,1,descriptor
not chaotic,1,descriptor
building alignments,1,object
structured planting,1,descriptor
surrounding greenery,1,object
arranged systematically,1,descriptor
clear visual cues,1,descriptor
clearly marked,1,descriptor
developed environment,1,object
clearly structured,1,descriptor
panorama,1,object
challenging,1,descriptor
entirety,1,descriptor
effortless,1,descriptor
lead somewhere,1,descriptor
built elements,1,descriptor
overall composition,1,descriptor
building designs,1,object
irregular spread,1,descriptor
meticulous organization,1,descriptor
not perfectly regimented,1,descriptor
sense of clear order,1,descriptor
uniform in style,1,descriptor
minimal,1,descriptor
overwhelming,1,descriptor
visual understanding,1,descriptor
logically structured,1,descriptor
navigation,1,descriptor
not exceptionally,1,descriptor
planting patterns,1,object
purposefully,1,descriptor
uniformly modern,1,descriptor
visual layout,1,descriptor
clear visual flow,1,descriptor
broad,1,descriptor
urban backdrop,1,object
appropriately spaced,1,descriptor
relate,1,descriptor
campus space,1,object
visual elements,1,object
expected places,1,descriptor
high level,1,descriptor
park-like area,1,object
symmetry,1,descriptor
sense of integration,1,descriptor
overall perceived order,1,descriptor
clear sightlines,1,descriptor
organic,1,descriptor
consistent landscaping,1,descriptor
multi-directional,1,descriptor
relatively uniform,1,descriptor
immediate comprehensibility,1,descriptor
perfect place,1,descriptor
structures,1,descriptor
carelessly,1,descriptor
belonging,1,descriptor
visual elements,1,descriptor
somewhat disparate,1,descriptor
organized environment,1,descriptor
poles,1,object
design,1,object
intended to be organized,1,descriptor
