keyword,count,type
rich tapestry,1,descriptor
modern sculpture-like lamppost,1,object
urban features,1,descriptor
open vista,1,descriptor
immediate fascination,1,descriptor
lack of dynamic activity,1,descriptor
concrete buildings,1,object
partly cloudy sky,1,descriptor
dense greenery,1,descriptor
stonework,1,object
urban park,1,object
branching,1,descriptor
exceptionally unique,1,descriptor
less boring,1,descriptor
distant structures,1,object
minor points of focus,1,descriptor
large boulder,1,object
organized environment,1,descriptor
immediate environment,1,descriptor
directional arrows,1,object
cycling lanes,1,object
stimulating features,1,descriptor
intriguing pathways,1,descriptor
specific points of focus,1,descriptor
visually unengaging,1,descriptor
embankment,1,object
chaotic,1,descriptor
speed limit signs,1,object
slightly detracting,1,descriptor
minor element,1,descriptor
reflective windows,1,object
under construction,1,descriptor
interesting things,1,descriptor
bollards,1,object
spherical,1,descriptor
richness,1,descriptor
repetitive architectural elements,1,descriptor
facility,1,object
intentionally designed,1,descriptor
empty road,1,object
truly engrossed,1,descriptor
varying sizes,1,descriptor
regularity,1,descriptor
grounds,1,object
layout,1,object
overwhelmingly fascinating,1,descriptor
renovation,1,descriptor
industrial building,1,object
lacking aesthetic appeal,1,descriptor
lacking complexity,1,descriptor
absence of sensory details,1,descriptor
naturalistic,1,descriptor
elements to capture attention,1,descriptor
captivating natural elements,1,descriptor
red car,1,object
meandering,1,descriptor
complete monotony,1,descriptor
varying lines,1,descriptor
window designs,1,object
semi-industrial,1,descriptor
parking bays,1,object
hard to engage,1,descriptor
cell tower,1,object
uniquely captivating elements,1,descriptor
varied natural features,1,descriptor
overgrown,1,descriptor
running track,1,object
large modern buildings,1,object
playful,1,descriptor
interesting branching patterns,1,descriptor
orderly layout,1,descriptor
young trees,1,object
cloudy sky,1,object
developing,1,descriptor
captivating architectural features,1,descriptor
variety of greenery,1,descriptor
visual path,1,descriptor
dynamic element,1,descriptor
strongly captivate attention,1,descriptor
young,1,descriptor
underdeveloped,1,descriptor
linear perspective,1,descriptor
large modern building,1,object
absence of unique elements,1,descriptor
sense of mystery,1,descriptor
grassy mound,1,object
architectural styles,1,descriptor
lacking striking features,1,descriptor
consistent green scenery,1,descriptor
organized layout,1,descriptor
minor points of interest,1,descriptor
highly stimulating,1,descriptor
trash bins,1,object
utilitarian structures,1,object
parked vehicle,1,object
not visually engaging,1,descriptor
architectural design,1,object
pavilion,1,object
landscapes,1,object
utilitarian design,1,descriptor
lack of stimulation,1,descriptor
visual organization,1,descriptor
low capacity for holding interest,1,descriptor
higher likelihood of boredom,1,descriptor
scattered materials,1,object
industrial elements,1,descriptor
blend of nature and modern architecture,1,descriptor
deeper engagement,1,descriptor
consistently engaging,1,descriptor
terrain,1,object
scooter rider,1,object
urban road structure,1,object
overall intrigue,1,descriptor
strong sensory engagement,1,descriptor
aesthetically engaging,1,descriptor
points of exploration,1,descriptor
glass windows,1,object
reflecting,1,descriptor
disarray,1,descriptor
little visual novelty,1,descriptor
reflective glass,1,object
residential,1,descriptor
pleasant mix,1,descriptor
hints at activity,1,descriptor
low human presence,1,descriptor
low vehicle presence,1,descriptor
leafy canopies,1,object
industrial-looking equipment,1,object
natural touch,1,descriptor
compelling,1,descriptor
industrial materials,1,object
neatly lined,1,descriptor
engaging detail,1,descriptor
facade,1,object
long tree-lined road,1,object
industrial-style buildings,1,object
somewhat,1,descriptor
consistent repetition,1,descriptor
paved path,1,object
scattering,1,descriptor
manicured green spaces,1,object
natural areas,1,object
modern architectural design,1,object
limited unique elements,1,descriptor
extraordinary elements,1,descriptor
functional design,1,descriptor
sculptures,1,object
interplay of nature and urban elements,1,descriptor
not rich with diverse elements,1,descriptor
industrial-looking buildings,1,object
small pond,1,object
stone bridge,1,object
walking path,1,object
potential discovery,1,descriptor
lower score,1,descriptor
green elements,1,object
disrepair,1,descriptor
unfinished business,1,descriptor
neglect,1,descriptor
visual points of interest,1,descriptor
diverse architectural styles,1,descriptor
varied points of interest,1,descriptor
strongly captivating,1,descriptor
potentially hold attention,1,descriptor
recreational area,1,object
difficult to be engaged,1,descriptor
pattern,1,descriptor
natural environment,1,object
exploratory,1,descriptor
urban intersection,1,object
basic,1,descriptor
wooded area,1,object
well-maintained paths,1,object
tree types,1,object
limit fascination,1,descriptor
defined,1,descriptor
urban road infrastructure,1,object
seemingly,1,descriptor
somewhat dominated,1,descriptor
branching patterns,1,object
texture,1,descriptor
distinguishing features,1,descriptor
yellow bicycles,1,object
lacking distinct elements,1,descriptor
brick sidewalks,1,object
scattered trees,1,object
open parkland,1,object
unlikely to feel bored,1,descriptor
overtly captivating elements,1,descriptor
visually pleasing,1,descriptor
diffused,1,descriptor
lush grass,1,object
golden sculpture,1,object
soft lighting,1,descriptor
structural elements,1,descriptor
painted lines,1,object
rolling hills,1,object
large statue,1,object
overall sense of novelty,1,descriptor
varying leaf colors,1,descriptor
wildlife,1,object
contained,1,descriptor
covered walkways,1,object
novel discoveries,1,descriptor
uniform architecture,1,object
gatehouse,1,object
landscape features,1,descriptor
traditional,1,descriptor
intensely capture attention,1,descriptor
well-maintained greenery,1,object
clear roadway,1,object
pleasant visual experience,1,descriptor
exceptionally interesting,1,descriptor
overwhelmingly engaging,1,descriptor
fountain,1,object
circular,1,descriptor
not novel,1,descriptor
meticulously maintained,1,descriptor
lack of natural complexity,1,descriptor
potential for interest,1,descriptor
lacks diverse visual stimuli,1,descriptor
built environments,1,object
varied forms,1,descriptor
distant activity,1,descriptor
not overwhelmingly complex,1,descriptor
pleasant variety,1,descriptor
reddish,1,descriptor
orderly design,1,descriptor
pure natural appeal,1,descriptor
urban green space,1,descriptor
colorful flags,1,object
flags,1,object
moderately low fascination,1,descriptor
functional spaces,1,descriptor
curving roads,1,object
unremarkable,1,descriptor
elements of nature,1,descriptor
prominent features,1,descriptor
open grassy areas,1,object
lacking diversity,1,descriptor
uniform distribution,1,descriptor
rich variety,1,descriptor
shapes,1,descriptor
not strongly fascinating,1,descriptor
lined trees,1,object
restorative appeal,1,descriptor
lack of attention,1,descriptor
tree-lined roads,1,object
naturally captivating elements,1,descriptor
structure,1,object
less varied natural elements,1,descriptor
canopy of trees,1,object
pleasant design,1,descriptor
stimulate curiosity,1,descriptor
branching roads,1,object
truly captivating,1,descriptor
parked car,1,object
moderate level of interest,1,descriptor
wide array,1,descriptor
large sculpture,1,object
points of focus,1,descriptor
reducing visual dynamism,1,descriptor
suspension bridge,1,object
sidewalk,1,object
active street,1,object
communication tower,1,object
overgrown grass,1,object
softened,1,descriptor
slightly cloudy,1,descriptor
pedestrian paths,1,object
tall structure,1,object
varied foliage,1,descriptor
branches,1,descriptor
distinct patterns,1,descriptor
lack of clearly defined natural elements,1,descriptor
unique points of attraction,1,descriptor
limit of fascination,1,descriptor
scale,1,descriptor
open nature,1,descriptor
moderately low fascination score,1,descriptor
calm water body,1,object
not stimulating,1,descriptor
lacks focal points,1,descriptor
winding roads,1,object
understated,1,descriptor
compelling fascination,1,descriptor
absence of bustling activity,1,descriptor
dynamicism,1,descriptor
green bushes,1,object
exploration possibilities,1,descriptor
ordered environment,1,descriptor
degree of fascination,1,descriptor
difficult for boredom,1,descriptor
somewhat dry,1,descriptor
full foliage,1,object
branch structures,1,object
variety of textures,1,descriptor
piles of gravel,1,object
sand,1,object
under development,1,descriptor
deeper fascination,1,descriptor
subtle elements,1,descriptor
peaceful engagement,1,descriptor
reasonably fascinating,1,descriptor
hidden details,1,descriptor
intensity of fascination,1,descriptor
muted sky,1,descriptor
clear focal points,1,descriptor
sensory,1,descriptor
tree-lined pathway,1,object
relatively uniform architecture,1,descriptor
unusual features,1,descriptor
absence of unique natural elements,1,descriptor
neatly kept,1,descriptor
minor distractions,1,descriptor
difficult to engage,1,descriptor
patterns,1,descriptor
living environment,1,descriptor
decent amount of visual interest,1,descriptor
not highly engaging,1,descriptor
highly restorative,1,descriptor
walls,1,object
shipping containers,1,object
break the monotony,1,descriptor
engage attention,1,descriptor
paving pattern,1,object
textured,1,descriptor
not intensely engaging,1,descriptor
vibrant activity,1,descriptor
unique architectural features,1,descriptor
pleasant experience,1,descriptor
specific season,1,descriptor
natural texture,1,descriptor
winding pathways,1,object
predictable environment,1,descriptor
figures,1,object
size,1,descriptor
points of visual engagement,1,descriptor
limited visual variety,1,descriptor
environment,1,object
roadways,1,object
intersections,1,object
primary,1,descriptor
small details,1,descriptor
bark,1,object
leaf patterns,1,object
high score,1,descriptor
streetlamp,1,object
contrasting,1,descriptor
variation,1,descriptor
neutral,1,descriptor
uninspired,1,descriptor
presentable,1,descriptor
visually,1,descriptor
intensely engaging,1,descriptor
immersive,1,descriptor
industrial architecture,1,object
large expanse,1,descriptor
little to capture or hold attention,1,descriptor
difficult for boredom to be overcome,1,descriptor
primary focus,1,descriptor
deep exploration,1,descriptor
exceptionally high,1,descriptor
strong natural elements,1,descriptor
stone pathways,1,object
architectural details,1,descriptor
exceptionally stimulating,1,descriptor
inherent wonder,1,descriptor
clock tower,1,object
natural scenery,1,descriptor
novel stimuli,1,descriptor
engrossed,1,descriptor
predictable arrangement,1,descriptor
disorganized,1,descriptor
uninspiring,1,descriptor
lacks engaging elements,1,descriptor
subtle presence,1,descriptor
less fascinating,1,descriptor
mild sense of fascination,1,descriptor
scaffolding,1,object
ongoing,1,descriptor
engrossing,1,descriptor
plant in a pot,1,object
consistent view,1,descriptor
richly engaging,1,descriptor
similar structures,1,descriptor
outdoor equipment,1,object
piled dirt,1,object
metal shelving,1,object
large area,1,descriptor
natural intrigue,1,descriptor
small buildings,1,object
modern structures,1,object
colonnaded building,1,object
residential structures,1,object
overall appeal,1,descriptor
genuinely interesting,1,descriptor
high,1,descriptor
overtly fascinating,1,descriptor
deeply captivate,1,descriptor
campus space,1,descriptor
cascading branches,1,descriptor
high degree of visual complexity,1,descriptor
simplicity,1,descriptor
distinctly captivating,1,descriptor
materials,1,object
construction crane,1,object
unlikely to be captivating,1,descriptor
air conditioners,1,object
grass areas,1,object
rich stimulus,1,descriptor
pedestrian pathways,1,object
long stretches,1,descriptor
bamboo,1,object
window patterns,1,object
extending,1,descriptor
overall aesthetic appeal,1,descriptor
winding path,1,object
rocks,1,object
good balance,1,descriptor
dominates,1,descriptor
pleasant greenery,1,descriptor
not dull,1,descriptor
not overwhelmingly interesting,1,descriptor
somewhat industrial,1,descriptor
varying shades of green,1,descriptor
autumnal colors,1,descriptor
relatively clear,1,descriptor
limited visual stimulation,1,descriptor
focal points,1,object
various types,1,descriptor
clear division,1,descriptor
minor points of visual detail,1,descriptor
interesting structures,1,descriptor
subdued appeal,1,descriptor
functional streetscape,1,descriptor
engaging points of interest,1,descriptor
monotonous environment,1,descriptor
disappearing,1,descriptor
minimal human activity,1,descriptor
clean environment,1,descriptor
campus buildings,1,object
gentle distraction,1,descriptor
palm trees,1,object
intentional,1,descriptor
endlessly fascinating,1,descriptor
boredom-alleviating,1,descriptor
repeating pattern,1,descriptor
clean design,1,descriptor
kiosk,1,object
curving paths,1,object
open green spaces,1,object
sense of potential discovery,1,descriptor
branching paths,1,object
street lamp,1,object
mixture,1,descriptor
visual variation,1,descriptor
predominantly uniform,1,descriptor
small,1,descriptor
steamroller,1,object
restorative natural appeal,1,descriptor
general uniformity,1,descriptor
architectural features,1,descriptor
lack of activity,1,descriptor
draw the eye,1,descriptor
positive aspect,1,descriptor
path for walking,1,object
path for cycling,1,object
interesting detail,1,descriptor
varying tree density,1,descriptor
branches,1,object
lacking visual interest,1,descriptor
passive,1,descriptor
designed,1,descriptor
utilitarian environment,1,descriptor
intensely fascinating,1,descriptor
functional utility,1,descriptor
captivating visual interest,1,descriptor
deeper level,1,descriptor
minimal opportunities,1,descriptor
spontaneous attention,1,descriptor
pleasing,1,descriptor
dull,1,descriptor
regular layout,1,descriptor
muted colors,1,descriptor
manicured grass,1,object
well-designed,1,descriptor
attention-capturing,1,descriptor
detailed,1,descriptor
boredom-reducing,1,descriptor
clear markings,1,descriptor
not intensely fascinating,1,descriptor
moderate fascination score,1,descriptor
tent,1,object
minor points of attraction,1,descriptor
lack of diverse activities,1,descriptor
lacking variety,1,descriptor
striking elements,1,descriptor
rounded,1,descriptor
architecturally diverse,1,descriptor
presence,1,descriptor
modest level of captivation,1,descriptor
pure fascination,1,descriptor
limits,1,descriptor
images,1,object
diverse points of interest,1,descriptor
limited natural elements,1,descriptor
utility poles,1,object
diverse greenery,1,descriptor
noticeable textures,1,descriptor
hilly area,1,descriptor
blooming,1,descriptor
sense of place,1,descriptor
architectural forms,1,object
distinct captivating features,1,descriptor
sense of ordinariness,1,descriptor
varied spacing,1,descriptor
limited scope,1,descriptor
many things to notice,1,descriptor
layered architecture,1,descriptor
ornate,1,descriptor
clear sky,1,descriptor
transport vehicles,1,object
potential activities,1,descriptor
general quietness,1,descriptor
subdued ambiance,1,descriptor
engaging attention,1,descriptor
repeating architectural elements,1,descriptor
not designed for spontaneous exploration,1,descriptor
not sufficiently varied,1,descriptor
stimulating engagement,1,descriptor
urban campus,1,object
potential for movement,1,descriptor
distance,1,descriptor
dramatic,1,descriptor
slight,1,descriptor
absorbing,1,descriptor
shops,1,object
branching path,1,object
wilder,1,descriptor
historically rich,1,descriptor
slight allure,1,descriptor
captivating natural beauty,1,descriptor
relatively empty,1,descriptor
mild exploration,1,descriptor
surrounding areas,1,object
lacking diverse,1,descriptor
unadorned,1,descriptor
lacks novelty,1,descriptor
lush green trees,1,object
variety of stimuli,1,descriptor
row of parked bicycles,1,object
lack distinct features,1,descriptor
difficult to be absorbed,1,descriptor
not fascinating,1,descriptor
low complexity,1,descriptor
varied ground textures,1,descriptor
limits novelty,1,descriptor
potential for unexpected discoveries,1,descriptor
varied natural environment,1,descriptor
pleasant balance,1,descriptor
geometric lines,1,descriptor
sense of intrigue,1,descriptor
similar elements,1,descriptor
casual observation,1,descriptor
hard to be engaged,1,descriptor
