keyword,count,type
moderate sense of refuge,1,descriptor
features,1,object
uncrowded,1,descriptor
absence of clutter,1,descriptor
minimal traffic,1,object
urban feel,1,descriptor
concrete structures,1,object
cognitive,1,descriptor
tree line,1,object
typical urban bustle,1,descriptor
minimal visible distractions,1,descriptor
lack of distinct natural features,1,descriptor
sense of remoteness,1,descriptor
feeling of being truly 'away',1,descriptor
landscaped environment,1,object
opportunity to explore,1,descriptor
urban development,1,object
rubble,1,object
disengaging,1,descriptor
lacks qualities,1,descriptor
peaceful seclusion,1,descriptor
tidy landscaping,1,object
low activity level,1,descriptor
potential respite,1,descriptor
clear view,1,descriptor
complete separation,1,descriptor
natural landscaping,1,object
degree of refuge,1,descriptor
exposed materials,1,object
disruptive,1,descriptor
difficult,1,descriptor
state of flux,1,descriptor
lack of calm,1,descriptor
lack of escape,1,descriptor
machinery,1,object
utility,1,descriptor
heavy,1,descriptor
distracts,1,descriptor
few people,1,descriptor
natural surroundings,1,object
perfect refuge,1,descriptor
unpopulated,1,descriptor
mentally disengaging,1,descriptor
hints,1,descriptor
not clearly visible,1,descriptor
feeling of being completely removed,1,descriptor
significant traffic,1,descriptor
ordered environment,1,descriptor
busy activity,1,descriptor
urban structures,1,object
lightly used,1,descriptor
shaded,1,descriptor
limited feeling,1,descriptor
urban-like layout,1,descriptor
tranquil pond,1,object
peaceful escape,1,descriptor
modern infrastructure,1,descriptor
immediate stressors,1,descriptor
facilitate mental detachment,1,descriptor
sports facility,1,object
not necessarily a refuge,1,descriptor
general atmosphere,1,descriptor
open sports area,1,object
vending machine,1,object
dedicated space,1,descriptor
recreation,1,descriptor
complete sense of escape,1,descriptor
urban centers,1,object
overt activity,1,descriptor
designed for focus,1,descriptor
opportunity to get away,1,descriptor
escaping,1,descriptor
covered walkway,1,object
expansive view,1,object
street layout,1,object
modest escape,1,descriptor
busier,1,descriptor
green setting,1,object
transition,1,descriptor
not entirely secluded,1,descriptor
tennis court,1,object
temporary distance,1,descriptor
stimulating,1,descriptor
urban layout,1,object
well-defined,1,descriptor
extension,1,descriptor
lampposts,1,object
general,1,descriptor
green environment,1,descriptor
visible activity,1,descriptor
open space,1,descriptor
suburban area,1,object
slight sense of refuge,1,descriptor
statue,1,object
daily responsibilities,1,descriptor
street intersection,1,object
managed space,1,object
somewhat of a refuge,1,descriptor
intrusive elements,1,descriptor
calm appearance,1,descriptor
temporary refuge,1,descriptor
not intensely natural,1,descriptor
connectivity,1,descriptor
detract,1,descriptor
sense of complete escape,1,descriptor
extension of everyday routines,1,descriptor
recreational area,1,object
escape from daily demands,1,descriptor
visually quiet,1,descriptor
somewhat secluded,1,descriptor
not a profound refuge,1,descriptor
natural landscape,1,object
no visible people,1,descriptor
heavy traffic,1,descriptor
away from urban distractions,1,descriptor
immersive retreat,1,descriptor
natural enclosure,1,descriptor
trash bins,1,object
foliage,1,object
obscure,1,descriptor
clutter,1,descriptor
pavements,1,object
cell tower,1,object
semi-natural,1,descriptor
slightly,1,descriptor
diminish,1,descriptor
remoteness,1,descriptor
ordinary concerns,1,descriptor
contemporary,1,descriptor
clean environment,1,descriptor
complete feeling of detachment,1,descriptor
modern structures,1,object
reminders,1,descriptor
visually peaceful,1,descriptor
absence of human activity,1,descriptor
prominent human activity,1,descriptor
absence of urban clutter,1,descriptor
lacks immediate distractions,1,descriptor
empty road,1,object
urbanized setting,1,descriptor
enclosed spaces,1,descriptor
distinct natural refuge,1,descriptor
detach from routine,1,descriptor
urgent thoughts,1,descriptor
corporate area,1,object
urban-adjacent,1,descriptor
absence of hustle,1,descriptor
pathway,1,descriptor
pleasant space,1,descriptor
usual world,1,descriptor
large open area,1,object
isolation,1,descriptor
significant refuge,1,descriptor
pressing tasks,1,descriptor
organized layout,1,object
dominant presence,1,descriptor
drive,1,object
walk,1,object
transitional space,1,descriptor
built environments,1,object
relatively,1,descriptor
immediate urban environment,1,descriptor
everyday tasks,1,descriptor
demanding attention,1,descriptor
not a deep immersion,1,descriptor
institutional use,1,descriptor
occupied space,1,descriptor
routine concerns,1,descriptor
absence of immediate urban distractions,1,descriptor
significant human activity,1,descriptor
peaceful contemplation,1,descriptor
storage,1,descriptor
construction crane,1,object
commercial signage,1,object
numerous,1,descriptor
consistent,1,descriptor
peaceful atmosphere,1,object
visual cues,1,descriptor
conducive to mental respite,1,descriptor
busy environment,1,descriptor
complete 'being away' experience,1,descriptor
green spaces,1,descriptor
secluded escape,1,descriptor
outdoor area,1,descriptor
sports fields,1,object
academic buildings,1,object
lone,1,descriptor
hustle,1,descriptor
task-oriented,1,descriptor
traffic markings,1,object
evident,1,descriptor
plain,1,descriptor
disarray,1,descriptor
industrial-like,1,descriptor
devoid,1,descriptor
uninviting,1,descriptor
lack of natural elements,1,descriptor
tree-lined pathways,1,object
manicured green spaces,1,object
absence of dense crowds,1,descriptor
moderate feeling of being away,1,descriptor
business district,1,descriptor
potentially campus-like,1,descriptor
slightly moderating,1,descriptor
sense of order,1,descriptor
open street,1,descriptor
active transit area,1,descriptor
recreational space,1,object
non-intrusive,1,descriptor
dedicated,1,descriptor
plausible,1,descriptor
streetscape,1,descriptor
routine responsibilities,1,descriptor
limited capacity,1,descriptor
free from distractions,1,descriptor
outdoor campus,1,object
chaotic elements,1,descriptor
conducive to mental escape,1,descriptor
escaping one's usual concerns,1,descriptor
service area,1,descriptor
manicured lawns,1,object
tranquil refuge,1,descriptor
unkempt appearance,1,descriptor
city center,1,object
tree canopy,1,object
partial sense of escape,1,descriptor
mental stressors,1,descriptor
depth of detachment,1,descriptor
waterfront,1,object
demanding city life,1,descriptor
office,1,object
demands of attention,1,descriptor
busy roads,1,object
low level,1,descriptor
limited number of visible people,1,descriptor
demanding activities,1,descriptor
somewhat isolated,1,descriptor
typical city,1,descriptor
not a stark contrast,1,descriptor
overwhelming visual clutter,1,descriptor
civic,1,descriptor
orderly arrangement,1,descriptor
peaceful pause,1,descriptor
scenic,1,descriptor
hills,1,object
public street,1,object
contemplative,1,descriptor
lack of visible crowds,1,descriptor
mentally stepping away,1,descriptor
slight sense of enclosure,1,descriptor
multiple,1,descriptor
routine tasks,1,descriptor
subdued,1,descriptor
mental shift,1,descriptor
break from responsibilities,1,descriptor
civilization,1,descriptor
profound feeling of being away,1,descriptor
natural pathway,1,object
profound sense of detachment,1,descriptor
campus road,1,object
treelined,1,descriptor
sense of peace,1,descriptor
functional elements,1,descriptor
scaffolding,1,object
covered walkways,1,object
sheltered space,1,object
defined path,1,object
immediate outdoor elements,1,descriptor
potential urban noise,1,descriptor
office area,1,object
grassy area,1,object
industrial-looking equipment,1,object
practical,1,descriptor
leafy trees,1,object
move freely,1,descriptor
detach from immediate tasks,1,descriptor
limited presence,1,descriptor
tree-lined nature,1,object
moderate level,1,descriptor
urban nuances,1,object
absence of strong natural wildness,1,descriptor
practical functionality,1,descriptor
typical urban activities,1,descriptor
utility area,1,object
indoor environments,1,descriptor
demanding urban environments,1,descriptor
crowded activity,1,descriptor
moderate level of being away,1,descriptor
residential area,1,descriptor
unpleasant,1,descriptor
escapism,1,descriptor
sense of vastness,1,descriptor
generic,1,descriptor
light traffic,1,object
bustling city life,1,descriptor
break from demanding tasks,1,descriptor
urban stressors,1,object
bustle of urban life,1,descriptor
structured setting,1,descriptor
moderately detached,1,descriptor
lack of natural features,1,descriptor
urban green space,1,descriptor
significant activity,1,descriptor
green areas,1,object
not entirely wild,1,descriptor
adjacent,1,descriptor
partial sense of being away,1,descriptor
vehicle paths,1,object
urban design,1,object
traffic controls,1,object
crane,1,object
complete feeling of escape,1,descriptor
building structures,1,object
paved pedestrian areas,1,object
shops,1,object
lack of elements,1,descriptor
detach from stressors,1,descriptor
developing,1,descriptor
visually ordered,1,descriptor
busy city life,1,descriptor
absence of busy crowds,1,descriptor
park-like street,1,object
immediate urban hustle,1,descriptor
relatively quiet atmosphere,1,descriptor
transition space,1,descriptor
calm setting,1,descriptor
reasonable refuge,1,descriptor
orderliness,1,descriptor
kiosk,1,object
campus context,1,descriptor
momentarily disconnect,1,descriptor
long,1,descriptor
significant distractions,1,descriptor
unusual elements,1,descriptor
absence of traffic,1,descriptor
urban nuisability,1,descriptor
community setting,1,descriptor
clean pathways,1,object
organized landscaping,1,object
structured appearance,1,descriptor
not truly secluded,1,descriptor
green refuge,1,descriptor
moderating,1,descriptor
construction vehicle,1,object
orderly appearance,1,descriptor
calmness,1,descriptor
lack of immediate signs of work,1,descriptor
break from hustle and bustle,1,descriptor
utility poles,1,object
unconventional,1,descriptor
distinct environment,1,descriptor
limited seclusion,1,descriptor
people cycling,1,object
typical urban nuisculoskeletal,1,descriptor
functional urban space,1,descriptor
planned environment,1,descriptor
managed landscape,1,descriptor
wild refuge,1,descriptor
not a strong psychological detachment,1,descriptor
temporary disconnect,1,descriptor
complete feeling,1,descriptor
paved,1,descriptor
quiet streets,1,object
clear roads,1,object
temporary disengagement,1,descriptor
urban area,1,object
backdrop,1,descriptor
overt signs,1,descriptor
personal responsibilities,1,descriptor
usual stressors,1,descriptor
stress,1,descriptor
movement,1,descriptor
paved street,1,object
not a retreat,1,descriptor
manicured nature,1,object
absence of immediate activity,1,descriptor
urban landscape,1,descriptor
sitting,1,descriptor
walking,1,descriptor
limited feeling of complete escape,1,descriptor
institutional setting,1,descriptor
immediate daily demands,1,descriptor
opportunity to step away,1,descriptor
overall urban context,1,descriptor
immediate built environment,1,descriptor
prevalence,1,descriptor
not distinct,1,descriptor
no strong indicators,1,descriptor
designed,1,descriptor
clear visibility,1,descriptor
sparse activity,1,descriptor
calm urban setting,1,descriptor
ample space,1,descriptor
urban-industrial,1,descriptor
overall impression,1,descriptor
integrated urban space,1,descriptor
functional outdoor area,1,descriptor
remote refuge,1,descriptor
urban activity,1,object
clearly defined,1,descriptor
pedestrian pathway,1,object
mild sense of respite,1,descriptor
full refuge,1,descriptor
softer environment,1,descriptor
temporarily disconnect,1,descriptor
facilitating,1,descriptor
noisy,1,descriptor
