keyword,type,count
built structures,object,4
regularity,descriptor,4
partial escape,descriptor,4
moderate degree of order,descriptor,4
chaos,descriptor,4
consistent arrangement,descriptor,4
academic,descriptor,4
wall,object,4
balconies,object,4
planning,descriptor,4
connectivity,descriptor,4
disruption,descriptor,4
yellow lines,object,4
pedestrian crossings,object,4
urban streetscape,descriptor,4
orderly placement,descriptor,4
cones,object,4
outdoor space,object,4
textures,object,3
visually captivating,descriptor,3
lack of unique elements,descriptor,3
thoroughfare,descriptor,3
symmetrical arrangement,descriptor,3
recreational facilities,object,3
property,object,3
not entirely removed,descriptor,3
compelling details,descriptor,3
landmarks,object,3
not particularly stimulating,descriptor,3
not particularly captivating,descriptor,3
partially obscured,descriptor,3
lack of variety,descriptor,3
partially visible,descriptor,3
reasonably organized,descriptor,3
not confined,descriptor,3
not particularly fascinating,descriptor,3
lack of unique features,descriptor,3
consistent planting,descriptor,3
visually monotonous,descriptor,3
few visual cues,descriptor,3
temporary barriers,object,3
comprehend,descriptor,3
comprehension,descriptor,3
usual environment,descriptor,3
focal point,descriptor,3
lamp posts,object,3
forward movement,descriptor,3
usual concerns,descriptor,3
public space,object,3
bicycle parking,object,3
not feeling overly confined,descriptor,3
tall buildings,object,3
reasonable amount of space,descriptor,3
railings,object,3
tasks,descriptor,3
flanking,descriptor,3
free exploration,descriptor,3
not exceptionally engaging,descriptor,3
bikes,object,3
partial refuge,descriptor,3
purposeful,descriptor,3
sense of scope,descriptor,3
complex,object,3
planted trees,object,3
not overly restrictive,descriptor,3
reasonable sense of space,descriptor,3
fields,object,3
somewhat contained,descriptor,3
parking spots,object,3
lacks captivating elements,descriptor,3
not overwhelmingly captivating,descriptor,3
temporary reprieve,descriptor,3
landscape,descriptor,3
common distractions,descriptor,3
park-like setting,object,3
green expanses,object,3
captivating novelty,descriptor,3
green elements,object,3
overall scale,descriptor,3
overall sense of order,descriptor,3
captivating qualities,descriptor,3
structure,object,3
cell tower,object,3
structured design,descriptor,3
building edges,object,3
less manicured,descriptor,3
building design,object,3
highly organized,descriptor,3
large buildings,object,3
grassy area,object,3
visual engagement,descriptor,3
potential points of interest,descriptor,3
large building,object,3
visual extent,descriptor,3
less stimulating,descriptor,3
graffiti,object,3
strong elements,descriptor,3
overall organization,descriptor,3
built environments,descriptor,3
broad possibilities,descriptor,3
less cohesive,descriptor,3
campus buildings,object,3
strong sense of fascination,descriptor,3
potential discovery,descriptor,3
outdoor,descriptor,3
harmoniously arranged,descriptor,3
slight,descriptor,3
calm environment,descriptor,3
campus environment,object,3
campus setting,descriptor,3
busy urban environment,descriptor,3
visible elements,descriptor,3
potential for discovery,descriptor,3
haphazard,descriptor,3
strong sense of vastness,descriptor,3
visual barriers,descriptor,3
leisurely,descriptor,3
ground,object,3
organized manner,descriptor,3
less captivating,descriptor,3
captivate,descriptor,3
high scope,descriptor,3
good sense of scope,descriptor,3
light activity,descriptor,3
boundless movement,descriptor,3
sufficient,descriptor,3
sufficient space,descriptor,3
obvious boundaries,descriptor,3
limited human activity,descriptor,3
limited natural elements,descriptor,3
limited novelty,descriptor,3
limited possibilities,descriptor,3
construction crane,object,3
limited potential,descriptor,3
panorama,object,3
pressures,descriptor,3
clutter,descriptor,3
pleasant environment,descriptor,3
pleasant blend,descriptor,3
profound refuge,descriptor,3
limited sense of scope,descriptor,3
prolonged attention,descriptor,3
surrounding buildings,object,3
commercial building,object,3
surrounding environment,descriptor,3
not strongly evoke,descriptor,3
prolonged engagement,descriptor,3
shops,object,3
suburban street,object,3
light traffic,descriptor,3
predominantly,descriptor,3
overall view,descriptor,3
vehicular paths,object,3
vegetated areas,object,3
overgrown,descriptor,3
operational,descriptor,3
break from urban bustle,descriptor,3
vast open spaces,descriptor,3
clear lines of sight,descriptor,3
clear one's mind,descriptor,3
clear pathways,descriptor,3
open paths,object,3
open nature,descriptor,3
overwhelmingly captivating,descriptor,3
open exploration,descriptor,3
subtly,descriptor,3
limited elements,descriptor,3
suburban area,object,3
general organization,descriptor,3
suburban feel,descriptor,3
visual perspective,descriptor,3
stretching into the distance,descriptor,3
not boundless,descriptor,3
thoughtfully designed,descriptor,3
construction equipment,object,3
muted,descriptor,3
restrictive,descriptor,3
ample greenery,descriptor,3
uniform design,descriptor,3
multi-story buildings,object,3
uniform architecture,descriptor,3
moving about freely,descriptor,3
secluded retreat,descriptor,3
moving about,descriptor,3
mental retreat,descriptor,3
unified organization,descriptor,3
intended places,descriptor,3
mentally detach,descriptor,3
unhindered,descriptor,3
specific directions,descriptor,3
direction,descriptor,3
seamlessly integrated,descriptor,3
unfinished buildings,object,3
peaceful retreat,descriptor,3
discernible flow,descriptor,3
road layouts,object,3
disconnection,descriptor,3
restricting,descriptor,3
restorative potential,descriptor,3
disorder,descriptor,3
everyday pressures,descriptor,3
architectural details,object,3
university campus,object,3
natural flow,descriptor,3
institutional setting,descriptor,3
manicured hedges,object,3
stone railings,object,3
architectural design,object,3
residential structures,object,3
appropriate,descriptor,3
depth of fascination,descriptor,3
marked roads,object,3
natural contrast,descriptor,3
natural boundaries,descriptor,3
uniformly structured,descriptor,3
security personnel,object,3
balanced,descriptor,3
well-managed,descriptor,3
everyday space,descriptor,3
narrow,descriptor,3
everyday routines,descriptor,3
mental clutter,descriptor,3
unexpected elements,descriptor,3
mild,descriptor,3
natural landscape,object,3
easy understanding,descriptor,3
unbounded space,descriptor,3
perceived extent,descriptor,3
easy to grasp,descriptor,3
diverse natural elements,descriptor,3
perceived freedom of movement,descriptor,3
minimal visible activity,descriptor,3
diverse stimuli,descriptor,3
minor,descriptor,3
perceived opportunity,descriptor,3
dominant presence,descriptor,3
interspersed,descriptor,3
typical distractions,descriptor,3
routine worries,descriptor,3
perceived vastness,descriptor,3
typical urban distractions,descriptor,3
absence of bustling activity,descriptor,3
sports facility,object,3
intricate detail,descriptor,3
dynamic features,descriptor,3
dynamic natural features,descriptor,3
typical urban,descriptor,3
absence of overwhelming activity,descriptor,3
moderate sense of openness,descriptor,3
pedestrian activity,object,3
distracting,descriptor,3
physical coherence,descriptor,3
modern apartment buildings,object,3
engaged,descriptor,3
disrupts,descriptor,3
distance,object,3
endless possibilities,descriptor,3
moderating,descriptor,3
distant hills,object,3
pedestrian walkways,object,3
mild visual interest,descriptor,3
distant view,descriptor,3
moderately high,descriptor,3
absence of visible crowds,descriptor,3
truly wild,descriptor,3
moderately easy,descriptor,3
absence of vehicles,descriptor,3
spontaneous discovery,descriptor,3
sports area,object,3
absence of urban chaos,descriptor,3
distinctive,descriptor,3
intuitive,descriptor,3
residential blocks,object,3
place,descriptor,3
curving paths,object,3
traffic barriers,object,3
planned development,object,3
lack of novelty,descriptor,3
tower,object,3
atmosphere,descriptor,3
path,descriptor,3
lack of natural elements,descriptor,3
facade,object,3
architectural elements,descriptor,3
curving road,object,3
neatly landscaped,descriptor,3
placed,descriptor,3
extensive possibilities,descriptor,3
lush foliage,descriptor,3
traffic control elements,object,3
daily hassles,descriptor,3
lush foliage,object,3
daily life's demands,descriptor,3
sense of engagement,descriptor,3
low level of activity,descriptor,3
avenue,object,3
crane,object,3
relatively empty,descriptor,3
logical placement,descriptor,3
logical structure,descriptor,3
industrial area,object,3
sense of possibility,descriptor,3
feeling of exploration,descriptor,3
urban park,object,3
feeling of detachment,descriptor,3
not a true refuge,descriptor,3
avenues,object,3
continuity,descriptor,3
urban landscape,descriptor,3
urban intensity,descriptor,3
sense of movement,descriptor,3
industrial elements,object,3
low fascination score,descriptor,3
low human activity,descriptor,3
fascinating details,descriptor,3
urban demands,descriptor,3
high coherence score,descriptor,3
decent sense of 'being away',descriptor,3
natural surroundings,descriptor,3
natural seclusion,descriptor,3
repetitive patterns,descriptor,3
expected,descriptor,3
expansive scope,descriptor,3
architectural variety,object,3
archway,object,3
lack of diversity,descriptor,3
expansive open areas,descriptor,3
defined paths,object,3
expansive vistas,descriptor,3
natural surroundings,object,3
defined pathways,descriptor,3
unrestricted movement,descriptor,3
lack of diverse natural elements,descriptor,3
areas for exploration,descriptor,3
navigate mentally,descriptor,3
weeping willow trees,object,3
reprieve,descriptor,3
urban chaos,descriptor,3
natural patterns,descriptor,3
decent sense of scope,descriptor,3
urban campus,object,3
space for movement,descriptor,2
perceived coherence,descriptor,2
overall novelty,descriptor,2
passive attention,descriptor,2
overall order,descriptor,2
spatial freedom,descriptor,2
pleasant aesthetic,descriptor,2
perfectly organized,descriptor,2
spatial extent,descriptor,2
partly cloudy,descriptor,2
partial respite,descriptor,2
slightly detract,descriptor,2
large institutional building,object,2
pause,descriptor,2
lack of surprise,descriptor,2
intrusive,descriptor,2
lack of unique natural elements,descriptor,2
overall atmosphere,descriptor,2
overall captivating quality,descriptor,2
soft,descriptor,2
perceived openness,descriptor,2
intriguing details,descriptor,2
overall lack,descriptor,2
lawn areas,object,2
space for exploration,descriptor,2
lack of diverse elements,descriptor,2
overall design,descriptor,2
somewhat engaging,descriptor,2
lack of organization,descriptor,2
planted,descriptor,2
perfectly ordered,descriptor,2
passive observation,descriptor,2
panoramic view,descriptor,2
lack of complexity,descriptor,2
positioned,descriptor,2
planned design,descriptor,2
speed bumps,object,2
pathway,descriptor,2
isolated,descriptor,2
lack of elements,descriptor,2
paved sidewalks,object,2
peaceful refuge,descriptor,2
lane markers,object,2
specific destinations,descriptor,2
overly stimulating,descriptor,2
parking lot markings,object,2
kiosk,object,2
landscaping elements,object,2
peaceful environment,descriptor,2
specific area,descriptor,2
pleasantness,descriptor,2
landscaped sections,object,2
pavements,object,2
overwhelmingly boring,descriptor,2
landscaped median,object,2
path forward,descriptor,2
overall width,descriptor,2
overall vista,descriptor,2
intuitively grasp,descriptor,2
split road,object,2
landscaped medians,object,2
lack of boundaries,descriptor,2
somewhat,descriptor,2
some movement,descriptor,2
intuitively organized,descriptor,2
lack of natural seclusion,descriptor,2
panorama,descriptor,2
some,descriptor,2
planting,object,2
lack of natural features,descriptor,2
parkland,object,2
lack of intricate details,descriptor,2
populated area,descriptor,2
pedestrian activity,descriptor,2
softened,descriptor,2
lack of fascination,descriptor,2
pedestrian,object,2
path for exploration,descriptor,2
landmark,object,2
park areas,object,2
rubble,object,2
posters,object,2
restrictions,descriptor,2
repetitive architectural design,descriptor,2
natural vistas,descriptor,2
repetitive architecture,descriptor,2
repetitive pattern,descriptor,2
sense of confinement,descriptor,2
sense of boundless exploration,descriptor,2
natural retreat,descriptor,2
natural order,descriptor,2
natural landscaping,object,2
manicured grass,object,2
natural immersion,descriptor,2
manicured green spaces,object,2
manicured lawn,object,2
natural environment,object,2
sense,descriptor,2
semi-rural,descriptor,2
natural details,descriptor,2
marked,descriptor,2
marked parking spaces,object,2
intricate natural elements,descriptor,2
natural appeal,descriptor,2
security cameras,object,2
security booths,object,2
repeated architectural style,descriptor,2
navigate visually,descriptor,2
maintaining,descriptor,2
low score for fascination,descriptor,2
not being overly confined,descriptor,2
not arranged,descriptor,2
not a strong refuge,descriptor,2
not a place to escape,descriptor,2
regular pattern,descriptor,2
not a complete detachment,descriptor,2
relatively clear,descriptor,2
sense of forward movement,descriptor,2
new perspectives,descriptor,2
new areas,descriptor,2
low traffic,descriptor,2
neatly aligned,descriptor,2
sense of fascination,descriptor,2
relax,descriptor,2
lower,descriptor,2
lower fascination score,descriptor,2
relaxing,descriptor,2
lower score for scope,descriptor,2
sense of expanse,descriptor,2
neglect,descriptor,2
neatly kept,descriptor,2
removal,descriptor,2
mental demands,descriptor,2
multitude,descriptor,2
not boring,descriptor,2
multiple exploration directions,descriptor,2
moderately good,descriptor,2
minimal distractions,descriptor,2
moderately difficult,descriptor,2
scene,descriptor,2
rolling,descriptor,2
moderately captivating,descriptor,2
scattered placement,descriptor,2
moderate to high,descriptor,2
moderate size,descriptor,2
room to wander,descriptor,2
moderate sense of 'being away',descriptor,2
moderate score for scope,descriptor,2
moderate refuge,descriptor,2
route,object,2
moderate level of order,descriptor,2
minimal visible human activity,descriptor,2
routine demands,descriptor,2
moderate escape,descriptor,2
moderate coherence score,descriptor,2
minor disarray,descriptor,2
routines,descriptor,2
mixture,descriptor,2
rows,descriptor,2
scene,object,2
roadside,object,2
moderately organized,descriptor,2
seating,object,2
rich complexity,descriptor,2
mental distractions,descriptor,2
rich details,descriptor,2
move freely,descriptor,2
mental tasks,descriptor,2
seating areas,object,2
momentarily step away,descriptor,2
road boundaries,object,2
mentally disengage,descriptor,2
road divisions,object,2
momentarily detach,descriptor,2
mild sense of being away,descriptor,2
momentarily,descriptor,2
modest,descriptor,2
modern structures,object,2
seamless integration,descriptor,2
seamless coherence,descriptor,2
road lines,object,2
modern architecture,descriptor,2
modern architectural style,descriptor,2
mild respite,descriptor,2
moderates,descriptor,2
logically,descriptor,2
logical progression,descriptor,2
outdoors,descriptor,2
shipping containers,object,2
less perfectly organized,descriptor,2
potential refuge,descriptor,2
significant opportunities,descriptor,2
level of order,descriptor,2
light,object,2
significant boundaries,descriptor,2
potential scope,descriptor,2
limit movement,descriptor,2
opportunity for movement,descriptor,2
opportunity,descriptor,2
open-endedness,descriptor,2
limited activity,descriptor,2
sightlines,object,2
open roads,object,2
open possibilities,descriptor,2
limited distinct features,descriptor,2
sides,descriptor,2
open path,object,2
predictable environment,descriptor,2
open grassy areas,object,2
limited dynamic elements,descriptor,2
onward progression,descriptor,2
office buildings,object,2
ordered environment,descriptor,2
less organized,descriptor,2
orderly appearance,descriptor,2
organized environment,descriptor,2
leading,descriptor,2
potential fascination,descriptor,2
potential for boredom,descriptor,2
leafy,descriptor,2
sitting areas,object,2
potential for escape,descriptor,2
leisure,descriptor,2
length,descriptor,2
less chaotic,descriptor,2
less coherent,descriptor,2
potential for mental escape,descriptor,2
orderly design,descriptor,2
less engaging experience,descriptor,2
less expansive,descriptor,2
less freedom,descriptor,2
less immediately understandable,descriptor,2
less integrated,descriptor,2
less likely to be boring,descriptor,2
organized appearance,descriptor,2
organically grown,descriptor,2
potential for venturing,descriptor,2
orderly environment,descriptor,2
predictable structure,descriptor,2
numerous pathways,descriptor,2
logical pattern,descriptor,2
limited sense of 'being away',descriptor,2
linear perspective,descriptor,2
not fully revealed,descriptor,2
linear structure,descriptor,2
not extensive possibilities,descriptor,2
reasonable extent,descriptor,2
not exceptionally high,descriptor,2
lined up,descriptor,2
not exceptionally captivating,descriptor,2
reasonable sense of openness,descriptor,2
sense of scale,descriptor,2
sense of refuge,descriptor,2
sense of purpose,descriptor,2
not entirely restrictive,descriptor,2
sense of potential exploration,descriptor,2
not entirely boring,descriptor,2
not endless,descriptor,2
reasonably large,descriptor,2
recedes,descriptor,2
recreational area,object,2
not conducive,descriptor,2
recreational space,object,2
not chaotic,descriptor,2
not bustling,descriptor,2
not inherently captivating,descriptor,2
not intensely captivating,descriptor,2
sensory,descriptor,2
set back,descriptor,2
primary direction,descriptor,2
profound detachment,descriptor,2
profound mental detachment,descriptor,2
limited sense of being away,descriptor,2
limited sense of escape,descriptor,2
limited visibility,descriptor,2
not strongly captivating,descriptor,2
sameness,descriptor,2
limited visual depth,descriptor,2
prominent points of interest,descriptor,2
not restorative,descriptor,2
not limitless,descriptor,2
property lines,object,2
not particularly engaging,descriptor,2
not overwhelmingly stimulating,descriptor,2
serene pond,object,2
not overwhelmingly fascinating,descriptor,2
not overtly captivating,descriptor,2
not overly complex,descriptor,2
not natural,descriptor,2
not monotonous,descriptor,2
separated,descriptor,2
zones,object,2
strongly engaging,descriptor,2
into the distance,descriptor,2
sports fields,object,2
unexpected details,descriptor,2
visible distances,descriptor,2
disharmony,descriptor,2
visible environment,descriptor,2
fit,descriptor,2
visible infrastructure,descriptor,2
campus grounds,object,2
discernible layout,descriptor,2
temporary detachment,descriptor,2
follows a pattern,descriptor,2
foreground,object,2
foreground elements,object,2
unexplored territory,descriptor,2
complete retreat,descriptor,2
utilitarian buildings,object,2
usual urban hustle,descriptor,2
forms,descriptor,2
visible progression,descriptor,2
visible signs,descriptor,2
directional,descriptor,2
free,descriptor,2
systematic arrangement,descriptor,2
unfinished structures,object,2
diminished,descriptor,2
components,object,2
disorganization,descriptor,2
disrepair,descriptor,2
few limitations,descriptor,2
captivation,descriptor,2
verdant,descriptor,2
certain directions,descriptor,2
central path,object,2
vibrancy,descriptor,2
distant structure,object,2
complete disconnect,descriptor,2
feeling,descriptor,2
view,object,2
car roof,object,2
complete mental detachment,descriptor,2
captures attention,descriptor,2
feeling of freedom,descriptor,2
unevenness,descriptor,2
complete mental escape,descriptor,2
thoughtfully arranged,descriptor,2
visible area,object,2
unengaging,descriptor,2
captivating features,descriptor,2
thoroughfares,object,2
disruptive,descriptor,2
captivating complexity,descriptor,2
disrupted,descriptor,2
few directions,descriptor,2
captivating appeal,descriptor,2
freedom to wander,descriptor,2
busy urban core,descriptor,2
unhindered movement,descriptor,2
uniform landscape,descriptor,2
glass facades,object,2
break from urban intensity,descriptor,2
different components,descriptor,2
good,descriptor,2
study,descriptor,2
uniform in design,descriptor,2
different areas,descriptor,2
connection to daily life,descriptor,2
good level of coherence,descriptor,2
considerable area,descriptor,2
break from routine,descriptor,2
good scope,descriptor,2
uniform architectural style,descriptor,2
good sense of being away,descriptor,2
uniform landscaping,descriptor,2
development,object,2
urban structures,descriptor,2
branching roads,object,2
developed setting,descriptor,2
grand scale,descriptor,2
consistent aesthetic,descriptor,2
consistent architectural styles,descriptor,2
uniformly manicured,descriptor,2
grassy,descriptor,2
confines,descriptor,2
visual intrigue,descriptor,2
busy life,descriptor,2
functional urban design,descriptor,2
difficult to escape,descriptor,2
functional design,descriptor,2
bustling activity,descriptor,2
businesses,object,2
usual distractions,descriptor,2
functional nature,descriptor,2
functional order,descriptor,2
surrounding areas,object,2
visual clutter,descriptor,2
visual composition,descriptor,2
functional uniformity,descriptor,2
built environments,object,2
general uniformity,descriptor,2
further areas to discover,descriptor,2
visual continuity,descriptor,2
further exploration possibilities,descriptor,2
building perimeters,object,2
building lines,object,2
building fronts,object,2
building facade,object,2
suggesting movement,descriptor,2
gate,object,2
broader environment,descriptor,2
unified order,descriptor,2
distant views,descriptor,2
utility poles,object,2
fascination potential,descriptor,2
tree-lined avenue,object,2
treelined,descriptor,2
umbrella,object,2
clear visibility,descriptor,2
clear view,descriptor,2
enhanced,descriptor,2
enough elements,descriptor,2
domed building,object,2
entry point,object,2
doesn't convey vastness,descriptor,2
commercial,descriptor,2
environments,object,2
clear skies,object,2
engaging activities,descriptor,2
clear skies,descriptor,2
tree-lined areas,object,2
tree-lined area,object,2
diverse pathways,descriptor,2
varying foliage colors,descriptor,2
clear sense of organization,descriptor,2
varied greenery,descriptor,2
everyday environment,descriptor,2
diverse elements,descriptor,2
diverse directions,descriptor,2
tree,object,2
trimmed hedges,object,2
dominates,descriptor,2
traversed,descriptor,2
elements,descriptor,2
coherent environment,descriptor,2
coherent design,descriptor,2
coherence score,descriptor,2
easily comprehensible,descriptor,2
dynamic engagement,descriptor,2
easy,descriptor,2
easy comprehensibility,descriptor,2
typical daily pressures,descriptor,2
cluttered,descriptor,2
varied stimuli,descriptor,2
dynamic activity,descriptor,2
elements of interest,descriptor,2
dominating,descriptor,2
elements to observe,descriptor,2
empty road,object,2
varied natural elements,descriptor,2
truly removed,descriptor,2
clearly organized,descriptor,2
clearly marked,descriptor,2
draws the eye,descriptor,2
clearly laid out,descriptor,2
draw and hold attention,descriptor,2
encourages exploration,descriptor,2
engage,descriptor,2
clear road,object,2
clear progression,descriptor,2
far,descriptor,2
compelling,descriptor,2
clear contrast,descriptor,2
variations,descriptor,2
traffic signals,object,2
traffic markings,object,2
extended,descriptor,2
traffic management,object,2
traffic management,descriptor,2
distinct natural features,descriptor,2
traffic lanes,object,2
clear architectural lines,descriptor,2
clean environment,descriptor,2
extensive exploration opportunities,descriptor,2
exploration potential,descriptor,2
distinct escape,descriptor,2
traffic calming measures,object,2
traditional pavilion,object,2
distinct directions,descriptor,2
facades,object,2
facilitating,descriptor,2
facilities,object,2
facility,object,2
touch of nature,descriptor,2
total immersion,descriptor,2
circular,descriptor,2
exploratory,descriptor,2
vast sense of openness,descriptor,2
everything seems to have its place,descriptor,2
distinctly unique,descriptor,2
clear physical arrangement,descriptor,2
unclear,descriptor,2
traversable,descriptor,2
exceptionally boring,descriptor,2
vast area,descriptor,2
clear indications,descriptor,2
distraction,descriptor,2
trash bins,object,2
trash bin,object,2
clear divisions,descriptor,2
vast open areas,descriptor,2
exercise equipment,object,2
vast possibilities,descriptor,2
expanse,object,2
expanses,descriptor,2
expansive areas,descriptor,2
unconstrained,descriptor,2
commonplace,descriptor,2
vast open space,descriptor,2
expansive natural setting,descriptor,2
distinct points of interest,descriptor,2
expansive possibility,descriptor,2
clear departure,descriptor,2
varied architectural styles,descriptor,2
branching paths,object,2
brick-paved sidewalks,object,2
dynamism,descriptor,2
integrate,descriptor,2
institutional-looking buildings,object,2
urban distractions,object,2
areas to explore,descriptor,2
institutional-looking,descriptor,2
immediate confinement,descriptor,2
defining boundaries,descriptor,2
winding path,object,2
urban pressures,descriptor,2
willow trees,object,2
daily tasks,descriptor,2
construction vehicle,object,2
immediate pressures,descriptor,2
urban development,descriptor,2
streetlamps,object,2
academic buildings,object,2
stonework,object,2
stop thinking,descriptor,2
academic pressures,descriptor,2
street-level view,descriptor,2
daily distractions,descriptor,2
unlimited possibilities,descriptor,2
decent amount of space,descriptor,2
image,object,2
constrain,descriptor,2
backdrop,descriptor,2
courtyard,object,2
avoid boredom,descriptor,2
highly unique,descriptor,2
available,descriptor,2
activity,object,2
hints,descriptor,2
attention-drawing,descriptor,2
human activity,object,2
stroll,descriptor,2
stimuli,descriptor,2
water channel,object,2
striking features,descriptor,2
asphalt road,object,2
daily,descriptor,2
arrangement of elements,descriptor,2
degree of escape,descriptor,2
identical,descriptor,2
architectural features,object,2
immersion,descriptor,2
balance,descriptor,2
deeply organized,descriptor,2
deeply engage,descriptor,2
impression,descriptor,2
wide panorama,descriptor,2
contained space,descriptor,2
active urban environment,descriptor,2
wide street,object,2
deeper,descriptor,2
infinite,descriptor,2
in its place,descriptor,2
activities,descriptor,2
context,descriptor,2
continue,descriptor,2
street elements,object,2
activities,object,2
industrial-style buildings,object,2
industrial-looking equipment,object,2
industrial building,object,2
street design,object,2
deep exploration,descriptor,2
straight lines,descriptor,2
urban clutter,descriptor,2
defined path,object,2
continuous engagement,descriptor,2
active area,descriptor,2
architectural design,descriptor,2
urban core,object,2
apartments,object,2
well-marked,descriptor,2
apartment blocks,object,2
impersonal,descriptor,2
inherent order,descriptor,2
well-organized environment,descriptor,2
defined areas,descriptor,2
ample opportunity,descriptor,2
street network,object,2
inherent,descriptor,2
street lighting,object,2
unvaried,descriptor,2
ample opportunities,descriptor,2
contained environment,descriptor,2
imposing,descriptor,2
inhabited area,descriptor,2
deliberate planning,descriptor,2
constrained view,descriptor,2
urban bustle,object,2
curved,descriptor,2
consistent manner,descriptor,2
strongly capture attention,descriptor,2
absence of immediate distractions,descriptor,2
harmonious integration,descriptor,2
urban hustle,object,2
strong sense of novelty,descriptor,2
strongly convey,descriptor,2
dense greenery,object,2
intention,descriptor,2
harmoniously,descriptor,2
has its place,descriptor,2
unique focal points,descriptor,2
absence of noise,descriptor,2
statue,object,2
visual texture,descriptor,2
wooded area,object,2
young,descriptor,2
urban green space,descriptor,2
designed environment,descriptor,2
absence of distractions,descriptor,2
boundary,descriptor,2
boundless freedom,descriptor,2
designated areas,descriptor,2
uninteresting,descriptor,2
consistent presence,descriptor,2
borders,object,2
stairs,object,2
absence of dynamic elements,descriptor,2
bollards,object,2
borders,descriptor,2
work-in-progress,descriptor,2
intentional planning,descriptor,2
crowded,descriptor,2
unique architectural details,descriptor,2
strongly captivate,descriptor,2
covered walkways,object,2
strongly draw,descriptor,2
visually complex,descriptor,2
high fascination scores,descriptor,2
basic,descriptor,2
consistent maintenance,descriptor,2
interesting features,descriptor,2
cracked,descriptor,2
stability,descriptor,2
urban routines,descriptor,2
destinations,object,2
intense activity,descriptor,2
unlikely to be bored,descriptor,2
walk,object,2
bamboo,object,2
absence of boundaries,descriptor,2
branches out,descriptor,2
walker,object,2
unlikely to be boring,descriptor,2
intense,descriptor,2
sprawling,descriptor,2
walking,descriptor,2
stepping away,descriptor,2
boundary,object,2
unity,descriptor,2
bike lanes,object,2
consistent upkeep,descriptor,2
uniquely captivating,descriptor,2
branch out,descriptor,2
urban skyline,object,2
belong,descriptor,2
demands of everyday life,descriptor,2
basketball court,object,2
strong narrative,descriptor,2
demanding routines,descriptor,2
visually pleasing,descriptor,2
intense engagement,descriptor,2
intense urban activity,descriptor,2
relatively contained,descriptor,1
varied environments,descriptor,1
varied paths,descriptor,1
regular spacing,descriptor,1
urban monotony,descriptor,1
varied natural features,descriptor,1
prominent human activity,descriptor,1
regular placement,descriptor,1
prominent natural features,descriptor,1
relative freedom,descriptor,1
prominent features,descriptor,1
varied in greenness,descriptor,1
urban influences,descriptor,1
profoundly engaging,descriptor,1
profound sense of detachment,descriptor,1
relate,descriptor,1
reinforcing,descriptor,1
regulated space,descriptor,1
profound sense of being away,descriptor,1
varied ground textures,descriptor,1
prolonged,descriptor,1
varied heights,descriptor,1
varied in design,descriptor,1
profound feeling of being away,descriptor,1
urban hustle and bustle,descriptor,1
primary focus,descriptor,1
urban intersection,object,1
varied forms,descriptor,1
varied in style,descriptor,1
profoundly captivating,descriptor,1
prominent building,object,1
relatively calm,descriptor,1
urban landscaping,descriptor,1
varied experiences,descriptor,1
private properties,object,1
prominent display,descriptor,1
prominent distractions,descriptor,1
varied natural environment,descriptor,1
varied foliage,descriptor,1
reasonable level of order,descriptor,1
regular layout,descriptor,1
urban-related,descriptor,1
quieter,descriptor,1
urbanized setting,descriptor,1
quiet streets,object,1
urgent thoughts,descriptor,1
quiet road,object,1
reasonably engaging,descriptor,1
reasonably expansive,descriptor,1
quiet retreat,descriptor,1
usual demands of attention,descriptor,1
reasonably fascinating,descriptor,1
usual mental burdens,descriptor,1
reasonably open,descriptor,1
urban settings,descriptor,1
quiet ambiance,descriptor,1
purposefully,descriptor,1
usual routines,descriptor,1
recreation,descriptor,1
usual stressors,descriptor,1
usual tasks,descriptor,1
pure natural fascination,descriptor,1
usual world,descriptor,1
urban/industrial context,descriptor,1
urban-natural,descriptor,1
promotes understanding,descriptor,1
urban space,descriptor,1
urban street setting,descriptor,1
reasonable level of coherence,descriptor,1
reasonable refuge,descriptor,1
urban street features,object,1
reasonable escape,descriptor,1
urban stressors,object,1
urban surroundings,object,1
reasonable sense of order,descriptor,1
reasonable degree of exploration,descriptor,1
urban street elements,object,1
urban street context,descriptor,1
reasonable degree,descriptor,1
urban-adjacent,descriptor,1
urban sprawl,descriptor,1
reasonable coherence,descriptor,1
reasonable space,descriptor,1
reasonable amount,descriptor,1
urban-industrial,descriptor,1
primary,descriptor,1
readily perceivable,descriptor,1
urban-like layout,descriptor,1
urban road structure,object,1
urban road infrastructure,object,1
pure natural appeal,descriptor,1
urban road,object,1
reducing 'being away' quality,descriptor,1
reducing visual dynamism,descriptor,1
psychological,descriptor,1
vanishing point,descriptor,1
variability,descriptor,1
property boundaries,object,1
variation,descriptor,1
reflecting,descriptor,1
urban nuisures,object,1
reflections,descriptor,1
reflections,object,1
reflective,descriptor,1
reflective glass,object,1
properties,object,1
varied architectural details,descriptor,1
reflective windows,object,1
refreshing break,descriptor,1
urban nuisability,descriptor,1
varied architecture,descriptor,1
urban nuances,object,1
varied design,descriptor,1
reduces natural wonder,descriptor,1
psychological detachment,descriptor,1
urban street layout,object,1
recycling bins,object,1
utilitarian design,descriptor,1
utilitarian environment,descriptor,1
urban road,descriptor,1
pure fascination,descriptor,1
rectangular,descriptor,1
public street,object,1
urban residential street,object,1
urban residential setting,object,1
rectangular buildings,object,1
urban planning logic,descriptor,1
utility pipes,object,1
