image_path,text
.\image\201603_120.2674601_31.47987446.png,"This image could taken in Spring. The image captures a wide street scene on a sunny day, flanked by trees with blooming white flowers. On the left, there's a pathway with greenery, while the right shows a building with a red banner and bicycles parked outside. People are walking, riding bicycles, and a person on a scooter is visible. The road is clean and spacious, with minimal traffic. Streetlights line both sides. The setting combines urban infrastructure with a touch of nature, creating a calm and orderly atmosphere. The restorative indicator scores are:
- Being-away: 0.83172
- Coherence: 0.47181
- Scope: 0.92055
- Fascination: 0.86928
- Average Score: 0.77334"
.\image\201603_120.2673054_31.48929842.png,"This image could taken in Spring. The image depicts a quiet street lined with evenly spaced trees on both sides. On the left, there’s a building with glass windows, possibly residential or educational, while to the right is a landscaped area with more trees, shrubbery, and a stone pathway. The road appears clean and curves slightly to the right in the distance. The surroundings are well-maintained, indicating an organized and peaceful environment, possibly on a campus or institutional premises. The sky is overcast but bright, suggesting daytime with mild weather. The view includes the roof of a vehicle at the bottom in the foreground. The restorative indicator scores are:
- Being-away: 0.75605
- Coherence: 0.53744
- Scope: 0.15877
- Fascination: 0.67853
- Average Score: 0.53270"
.\image\201603_120.2676926_31.48452988.png,"This image could taken in Spring. This street view showcases an urban area with a mix of greenery and modern architecture. On both sides of the street are paved sidewalks, flanked by trees and manicured plants. To the left, two pedestrians walk along the road, bordered by low-rise buildings. To the right, taller, modern structures rise near a tranquil riverside or lakeside area, marked by red flowerbeds and open space. The sky is bright and partly cloudy, creating a serene atmosphere. A central road with a yellow divider runs into the distance, while a lamp post and security camera bracket the scene. The restorative indicator scores are:
- Being-away: 0.12905
- Coherence: 0.12469
- Scope: 0.15977
- Fascination: 0.16285
- Average Score: 0.14409"
.\image\201603_120.2677571_31.48642013.png,"This image could taken in Spring. The image showcases a wide street bordered by a canal on one side and a park-like area on the other. Modern buildings, likely academic or office structures, are visible in the background. Leafless trees and greenery line the area, suggesting early spring or late autumn. The canal is crossed by small pedestrian bridges. Two individuals walk in the center-left, while the road extends straight ahead with light traffic. The scene is serene and well-maintained, indicating an urban or campus environment. A streetlamp and bushes frame the foreground, adding balanced symmetry to the image. The restorative indicator scores are:
- Being-away: 0.87436
- Coherence: 0.67456
- Scope: 0.75642
- Fascination: 0.55067
- Average Score: 0.71400"
.\image\201603_120.2678567_31.49244003.png,"This image could taken in Spring. This image showcases a serene urban street lined with trees and low-rise residential buildings. A narrow, clean road splits into two pathways, bordered by tiled pedestrian walkways and a peaceful body of water on either side. The canals feature landscaped greenery, stone bridges, and railings, creating a picturesque setting. Sparse vehicles and a lone figure walking add to its calm atmosphere. Bright daylight highlights the clear sky and well-maintained surroundings. Further in the distance, modern buildings and cranes suggest ongoing development, blending urban life and natural beauty harmoniously. The restorative indicator scores are:
- Being-away: 0.68418
- Coherence: 0.73755
- Scope: 0.64028
- Fascination: 0.60725
- Average Score: 0.66732"
.\image\201603_120.2679023_31.48907504.png,"This image could taken in Spring. The image shows a suburban street with buildings, trees, and a wide, open road. On the left, modern structures flank sidewalks lined with coniferous trees beside parked cars. A small creek or canal runs through the center, bordered by fencing and pathways. On the right, sparse trees align with tiled walkways leading towards distant structures resembling a stadium or modern architecture. The sky is partly cloudy, providing ample natural light, while the atmosphere is calm with minimal pedestrian and vehicular activity. The restorative indicator scores are:
- Being-away: 0.46502
- Coherence: 0.73771
- Scope: 0.57433
- Fascination: 0.55132
- Average Score: 0.58210"
.\image\201603_120.2681546_31.48344259.png,"This image could taken in Spring. This street view image captures a serene, sunny riverside scene. A paved walkway runs along the river, lined with neatly spaced trees and trimmed bushes. A decorative stone bridge stretches across the calm water, adding charm to the landscape. To the right, modern beige buildings with distinct geometric patterns stand amid small garden areas with scattered greenery. A cyclist is seen leisurely riding along the road, which curves gently through the setting. The area combines natural beauty with urban design in a peaceful, open environment. The restorative indicator scores are:
- Being-away: 0.30898
- Coherence: 0.30758
- Scope: 0.15944
- Fascination: 0.55129
- Average Score: 0.33182"
.\image\201603_120.2682055_31.49136065.png,"This image could taken in Spring. This street view shows a quiet urban area with wide roads, lined with trees and pedestrian pathways on both sides. On the left, there's a man walking near a posted pedestrian sign, adjacent to small bushes and a calm water body. A cyclist wearing a helmet is captured on the road to the right. Modern low-rise buildings and residences are visible, surrounded by greenery. The street appears clean and organized, with minimal vehicular activity. The sky is overcast, and the overall atmosphere is peaceful and suburban. There's a mix of paved paths and landscaped areas contributing to the area's aesthetic. The restorative indicator scores are:
- Being-away: 0.39157
- Coherence: 0.30764
- Scope: 0.75815
- Fascination: 0.36864
- Average Score: 0.45650"
.\image\201603_120.2682363_31.4903494.png,"This image could taken in Spring. This street view image depicts a wide intersection flanked by tree-lined sidewalks and various buildings. The road is divided into multiple lanes with zebra crossings leading in all directions. To the left, a sign and some modern structures are visible, while on the right, a cyclist rides along the quiet scene. A white building with a red roof stands prominently in the background. Sparse vehicles and pedestrians lend a calm, suburban feel. The sky is mostly clear with wispy clouds, suggesting pleasant weather. The surroundings appear spacious, clean, and well-maintained, emphasizing urban organization with greenery. The restorative indicator scores are:
- Being-away: 0.89632
- Coherence: 0.67652
- Scope: 0.57382
- Fascination: 0.36819
- Average Score: 0.62871"
.\image\201603_120.2682374_31.47911717.png,"This image could taken in Spring. This street view captures a wide, quiet urban road flanked by mid-rise residential buildings on both sides. The left side of the image features trees, a small sidewalk, and parked cars, while the right includes neatly planted trees and greenery. The apartment buildings have a uniform design, with white facades and balconies. A tiled pedestrian pathway runs parallel to the road, and a fence separates the greenery from the sidewalk. In the distance, a modern structure is visible. The overhead streetlights and clear blue sky enhance the bright and spacious ambiance of the area. The scene suggests a peaceful residential neighborhood. The restorative indicator scores are:
- Being-away: 0.54589
- Coherence: 0.79517
- Scope: 0.41842
- Fascination: 0.68022
- Average Score: 0.60992"
.\image\201603_120.268242_31.49151195.png,"This image could taken in Spring. The image depicts a quiet street view with a wide road splitting into two directions. On the left, a cyclist rides along, while a pedestrian carrying bags walks on the pavement to the right. The street is lined with trees and residential buildings, with cars parked along the curb. Signboards and banners decorate the sidewalks. The surroundings are clean, featuring organized landscaping with trimmed bushes and tiled walkways. The atmosphere appears calm, with overcast skies and a tranquil urban neighborhood feel. The restorative indicator scores are:
- Being-away: 0.39098
- Coherence: 0.30761
- Scope: 0.87898
- Fascination: 0.47722
- Average Score: 0.51370"
.\image\201603_120.2682433_31.49182154.png,"This image could taken in Spring. This street view image showcases a quiet, wide intersection flanked by clean sidewalks and neatly aligned trees. Multi-story residential buildings line both sides of the road, while manicured grass and bushes enhance the urban landscape. The trees, some partially budding, suggest a mild season like spring. Streetlights and informational banners are strategically placed along the sidewalks. The road is free of vehicles, suggesting a serene, uncrowded environment. The clear blue sky with minimal clouds provides a pleasant and calm atmosphere, while distant buildings add depth to the scene. A vehicle’s roof is partially visible in the foreground. The restorative indicator scores are:
- Being-away: 0.91007
- Coherence: 0.84854
- Scope: 0.69221
- Fascination: 0.55176
- Average Score: 0.75065"
.\image\201603_120.2682564_31.47964545.png,"This image could taken in Spring. This street view image showcases a suburban or campus-like environment with wide, clean roads intersecting. On the left, there is a pedestrian crossing leading to a park-like space with trees and greenery. On the right, there are modern multi-story residential or institutional buildings. Red banners with Chinese text are visible near the buildings and park areas, suggesting some form of announcement or event promotion. The scene is bright with clear skies, creating a calm atmosphere. Sparse traffic includes a motorbike, and a few pedestrians are visible, emphasizing a quiet, orderly setting, likely within a planned urban or educational complex. The restorative indicator scores are:
- Being-away: 0.46493
- Coherence: 0.67588
- Scope: 0.92126
- Fascination: 0.81739
- Average Score: 0.71987"
.\image\201603_120.2682664_31.48089231.png,"This image could taken in Spring. This panoramic street view showcases a wide, tree-lined road flanked by sidewalks and pedestrian paths. On the left, evergreen coniferous trees with painted white trunks create a dense, serene greenery, while on the right, slender trees add an airy contrast. Pedestrians stroll along the sidewalks, and a few structures, including a tall building in the distance, suggest an urban or campus-like setting. The sky is bright and clear, giving the area an inviting atmosphere. Streetlamps line both sides, further accentuating the organized layout of the scene. The image conveys tranquility and order in a well-maintained outdoor environment. The restorative indicator scores are:
- Being-away: 0.75923
- Coherence: 0.73931
- Scope: 0.64044
- Fascination: 0.68181
- Average Score: 0.70520"
.\image\201603_120.2686675_31.48123098.png,"This image could taken in Spring. This street view showcases a wide, clean roadway bordered by trees and buildings on either side. On the right, a multi-story modern building with parked cars stands out, alongside a bike parking area. On the left, a landscaped area with more trees and pedestrians walking along the pavement is visible. The road is marked with a yellow centerline, and a few people are seen crossing or walking along it. The sky is partly cloudy, giving the scene a pleasant, open ambiance. The image suggests a mix of urban and natural elements, likely within a campus or business area setting. The restorative indicator scores are:
- Being-away: 0.30769
- Coherence: 0.30764
- Scope: 0.57406
- Fascination: 0.16003
- Average Score: 0.33735"
.\image\201603_120.2685771_31.48908702.png,"This image could taken in Spring. This panoramic street view captures a spacious, well-maintained area with wide, clean roads bordered by neatly paved sidewalks. On the right, there is a fenced sports facility with tennis courts and a bold red banner featuring Chinese text. In the distance, a large stadium with distinctive architecture stands prominently, surrounded by greenery and other modern buildings. The left side of the image shows trees, lampposts, and additional buildings, suggesting a campus or recreational setting. The sky is clear with soft clouds, enhancing the bright, open atmosphere. The scene exudes an organized, urban environment with recreational and institutional elements. The restorative indicator scores are:
- Being-away: 0.12437
- Coherence: 0.30757
- Scope: 0.57427
- Fascination: 0.15898
- Average Score: 0.29130"
.\image\201603_120.2687988_31.48341094.png,"This image could taken in Spring. The image shows a serene, spacious street bordered by a modern, curved building on the left and a park with trees and a lake on the right. Bicycles and a scooter are parked along the sidewalk near the building, while traffic cones line the road. Cherry blossoms and shrubs adorn the park, adding touches of pink and green. The lake reflects the vibrant greenery, with more trees and pathways visible in the distance. The setting evokes a calm and pleasant atmosphere, possibly within a university or public park area. The sky is clear, enhancing the peaceful vibe. The restorative indicator scores are:
- Being-away: 0.75921
- Coherence: 0.39728
- Scope: 0.49005
- Fascination: 0.68222
- Average Score: 0.58219"
.\image\201603_120.268847_31.4935114.png,"This image could taken in Spring. The image shows a sunny outdoor street view featuring a parking area surrounded by green trees. Parked cars are visible on paved lots, including a white sedan in the foreground. To the left is a tree-lined walking path with neatly arranged trees, some with painted trunks. Buildings with modern architecture appear in the background. The scene includes a grassy area with fallen leaves, a fire hydrant, and manhole covers. The open sky is bright and hazy, indicating a clear day. The setting appears peaceful, blending natural elements with urban infrastructure. The photo captures a mix of greenery and urban design. The restorative indicator scores are:
- Being-away: 0.83562
- Coherence: 0.73955
- Scope: 0.64079
- Fascination: 0.75880
- Average Score: 0.74369"
.\image\201603_120.26889_31.4781402.png,"This image could taken in Spring. This street view image captures a residential or institutional area with well-maintained greenery and symmetrical rows of trees lining the paths. Multiple mid-rise apartment buildings are situated on both sides, surrounded by pedestrian walkways and parking areas. A person on a bicycle is visible in motion, adding life to the scene. The area appears clean and organized, featuring streetlights and walkways. A small bridge can be seen on the far right side, likely crossing a drainage or narrow stream. The overall atmosphere is calm with muted, overcast lighting, suggesting a cloudy day. This setting emphasizes modern, urban landscaping. The restorative indicator scores are:
- Being-away: 0.76025
- Coherence: 0.73928
- Scope: 0.41666
- Fascination: 0.68352
- Average Score: 0.64993"
.\image\201603_120.2689464_31.49036479.png,"This image could taken in Spring. This street view image shows a peaceful urban environment flanked by rows of trees on both sides. A two-lane road runs through the middle, bordered by pedestrian sidewalks paved with bricks. On the left side, there's a large open field enclosed by a fence, featuring a geometric pattern of evenly spaced blue posts, partially resembling sports or recreational equipment. The right side has greenery and shrubs, adding to the serene ambiance. In the distance, distinct architectural structures and buildings rise against the skyline. The scene is bright and tranquil, with a clear blue sky and minimal human activity. The restorative indicator scores are:
- Being-away: 0.54503
- Coherence: 0.39721
- Scope: 0.57498
- Fascination: 0.87378
- Average Score: 0.59775"
.\image\201603_120.2689141_31.48649422.png,"This image could taken in Spring. The street view showcases a wide urban road flanked by greenery and lined with trees, offering a pleasant, open atmosphere. On the left, a modern gray building with Chinese characters above the entrance can be seen, with several cars parked in its lot. Pedestrians, cyclists, and a motorbike rider navigate the area, adding life to the scene. In the background, a taller building is visible, hinting at a mix of institutional or commercial spaces. The area feels calm and organized, blending nature with urban activity against a clear blue sky. The restorative indicator scores are:
- Being-away: 0.30709
- Coherence: 0.47069
- Scope: 0.41655
- Fascination: 0.68368
- Average Score: 0.46950"
.\image\201603_120.2691207_31.47686054.png,"This image could taken in Spring. The image captures a quiet street flanked by trees on both sides, creating a serene, green-lined avenue. The road is divided by a narrow tree-filled median, with neatly paved sidewalks on either side. Fallen leaves scatter across the ground, adding an autumnal feel to the scene. Buildings are visible in the distant background, and fences can be seen along the sidewalks, hinting at nearby residential or institutional spaces. Overcast skies and evenly spaced trees offer a calm, organized atmosphere. The vehicle hood in the foreground suggests the image was taken using a car-mounted camera. The restorative indicator scores are:
- Being-away: 0.54502
- Coherence: 0.62194
- Scope: 0.15041
- Fascination: 0.47559
- Average Score: 0.44824"
.\image\201603_120.269179_31.48594212.png,"This image could taken in Spring. The image shows a broad street flanked by neatly trimmed greenery and modern buildings on both sides, likely in an institutional or corporate campus setting. On the left, a magenta signboard is seen amidst trees and pathways, leading to a lively pedestrian area. On the right, rows of young, well-maintained trees and shrubbery complement the building's clean architectural design. The sky is clear and bright, suggesting a pleasant day. The symmetrical layout of the road, landscaping, and lampposts creates an organized and structured ambiance. In the background, taller buildings hint at an urban environment. The restorative indicator scores are:
- Being-away: 0.83602
- Coherence: 0.74044
- Scope: 0.86222
- Fascination: 0.75771
- Average Score: 0.79910"
.\image\201603_120.2693471_31.48403299.png,"This image could taken in Spring. The image captures a wide street view scene featuring a landscaped urban area. A central road is lined with leafless trees, parked cars, and well-maintained pedestrian paths on either side. To the right, a modern multi-story building looms, surrounded by greenery, bright flowerbeds, and open spaces with benches. The left side includes trees, grass patches, and additional vehicles. Street lamps and banner poles add structure to the space. The sky appears overcast, with soft daylight illuminating the area. The scene reflects a tidy, planned public or institutional setting with a mix of natural and urban elements. The restorative indicator scores are:
- Being-away: 0.30541
- Coherence: 0.30729
- Scope: 0.15112
- Fascination: 0.36662
- Average Score: 0.28261"
.\image\201603_120.2694469_31.47986083.png,"This image could taken in Spring. This street view captures a quiet urban area with a wide, empty road flanked by modern multi-story apartment buildings on one side and neatly landscaped greenery on the other. Cherry blossom trees line the sidewalks, adding a touch of seasonal beauty. Parked cars and a cyclist navigating the road can be seen. The sky is clear and blue, suggesting a sunny, pleasant day. The overall atmosphere is calm and orderly, with well-maintained surroundings and minimal traffic. Streetlights and security cameras are visible, emphasizing a safe, residential feel. The ""Baidu"" logo hints at the street view image's origin. The restorative indicator scores are:
- Being-away: 0.76328
- Coherence: 0.47030
- Scope: 0.48890
- Fascination: 0.81739
- Average Score: 0.63497"
.\image\201603_120.2695804_31.48874414.png,"This image could taken in Spring. This panoramic street view image captures a campus or sports facility surroundings. On the left are tennis courts enclosed by green fencing, while a pathway runs through the center, flanked by freshly pruned trees with white-painted trunks in landscaped grass areas. To the right is another pathway leading to a large domed building, resembling a gymnasium. The left-center features a yellow-roofed sports stadium with visible signage and parked cars lining the area. In the background, additional buildings and bicycles can be seen under a cloudy sky. The scene is clean, organized, and recreational in its atmosphere. The restorative indicator scores are:
- Being-away: 0.30493
- Coherence: 0.39610
- Scope: 0.15102
- Fascination: 0.15846
- Average Score: 0.25263"
.\image\201603_120.2696956_31.49010751.png,"This image could taken in Spring. The panoramic street view depicts a spacious urban area with a mix of open grassland, trees, and buildings. On the left is a fenced sports court with people engaging in activities, bordered by a paved sidewalk. The center features well-maintained lawns and scattered trees. To the right are parked cars, residential buildings, and a few distant skyscrapers, suggesting a transition from suburban to urban spaces. The sky is partly cloudy, creating a calm atmosphere. The foreground captures a small roadway with minimal traffic, hinting at a peaceful neighborhood setting. Streetlamps are visible, adding a touch of urban infrastructure. The restorative indicator scores are:
- Being-away: 0.88047
- Coherence: 0.53876
- Scope: 0.92223
- Fascination: 0.75855
- Average Score: 0.77500"
.\image\201603_120.2695972_31.48939451.png,"This image could taken in Spring. This image captures a spacious pedestrian walkway flanked by a sports facility and a landscaped area. On the left, a fenced multi-sport court is visible, with individuals playing and gathering, suggesting a lively atmosphere. The area features basketball setups and well-maintained, colorful courts. On the right, trimmed trees and grassy patches provide an open and serene environment. Parked cars and buildings are visible in the distance, adding to the urban setting. Overhead, the sky is clear, and a lamp post adds a touch of structure. The perspective is centered along the path, offering a balanced and symmetrical composition. The restorative indicator scores are:
- Being-away: 0.38806
- Coherence: 0.11525
- Scope: 0.33816
- Fascination: 0.15942
- Average Score: 0.25022"
.\image\201603_120.2697707_31.47899546.png,"This image could taken in Spring. The image depicts an urban street scene featuring a curved commercial building with multiple storefronts and signage, including ""SHOW"" on display. Numerous motor scooters are parked along the road, which curves around landscaped areas with trimmed bushes and trees. A no-parking sign is visible near the greenery. On the left stands a solitary building with beige walls and large windows, seemingly an office or store. In the background are taller residential structures, adding depth to the urban setting. The overall tone is bright but overcast, suggesting cloudy weather. A few pedestrians navigate the area, contributing to a lively neighborhood scene. The restorative indicator scores are:
- Being-away: 0.30493
- Coherence: 0.24047
- Scope: 0.15194
- Fascination: 0.60750
- Average Score: 0.32621"
.\image\201603_120.269_31.48402645.png,"This image could taken in Spring. This street view depicts a modern urban setting with a large, multi-story institutional or government building featuring a grand entrance and tall columns on the right. The foreground includes a parking area with various cars and neat landscaping. Further left is a tree-lined road with planted gardens and banners hanging on streetlights, creating a spacious and organized atmosphere. The sky is overcast, driving a sense of calmness. The scene appears well-maintained, with a mix of open spaces, greenery, and architectural design emphasizing function and aesthetics typical of a university or municipal complex. The restorative indicator scores are:
- Being-away: 0.12349
- Coherence: 0.24024
- Scope: 0.48954
- Fascination: 0.15974
- Average Score: 0.25325"
.\image\201603_120.270227_31.48739147.png,"This image could taken in Spring. The image depicts a serene urban street with green spaces and trees lining the area. A curved concrete pathway runs through, surrounded by neatly maintained grass and scattered lamp posts. Modern buildings are visible in the background, blending with the natural setting. Some vehicles are parked near the trees and structures. The sky is clear with soft clouds, giving a bright and pleasant appearance to the day. Sparse vegetation and trimmed trees suggest a park-like environment, possibly within a residential or institutional area. The scene feels calm, combining urban development and natural greenery harmoniously. The restorative indicator scores are:
- Being-away: 0.69022
- Coherence: 0.23928
- Scope: 0.41800
- Fascination: 0.47602
- Average Score: 0.45588"
.\image\201603_120.2700173_31.48124432.png,"This image could taken in Spring. This street view captures a wide, sunny roadway flanked by trees and lined with bicycles on both sides. On the left, there’s a large, modern building with glass windows, likely an educational or office facility. Pedestrians and cyclists dominate the scene, with a focus on casual transit. A truck is parked partially on the street, while a few people and bikes cluster near the center. The atmosphere suggests a lively, community-oriented environment. The presence of students and residents, along with the architecture, indicates the location could be part of a campus or residential area. The sky is clear and bright. The restorative indicator scores are:
- Being-away: 0.12469
- Coherence: 0.11661
- Scope: 0.15182
- Fascination: 0.16065
- Average Score: 0.13844"
.\image\201603_120.2701366_31.4791631.png,"This image could taken in Spring. This street view showcases a bustling urban area with a gently curving road surrounded by a variety of structures. On the left, there's a commercial building adorned with colorful banners and storefronts, featuring shops and businesses. Several vehicles, including cars and scooters, are seen parked or moving. On the right, a traditional white building with a tiled roof and red plants stands next to open greenery, creating a contrast between modernity and heritage. In the distance, more buildings and trees frame the scene, indicating a mix of commerce, culture, and community within the neighborhood. The restorative indicator scores are:
- Being-away: 0.12586
- Coherence: 0.11758
- Scope: 0.15266
- Fascination: 0.54883
- Average Score: 0.23623"
.\image\201603_120.2703794_31.47882788.png,"This image could taken in Spring. This street view showcases a quiet urban setting with a mix of parking spaces for motorbikes and landscaped greenery. On the left, a row of parked scooters sits on a paved area near a commercial building with visible signage. To the right are trees, a large boulder, and pathways, providing a park-like feel alongside modern low-rise buildings. In the background, medium-sized structures and signs hint at retail or institutional spaces. The road curves gently through the area, bordered by yellow markers. The overall scene reflects a suburban environment blending functionality and greenery, with visible pedestrian and vehicular spaces. The restorative indicator scores are:
- Being-away: 0.30365
- Coherence: 0.11870
- Scope: 0.15217
- Fascination: 0.15967
- Average Score: 0.18355"
.\image\201603_120.2704144_31.48707939.png,"This image could taken in Spring. This street view features a wide urban roadway lined with trees, creating a green, organized atmosphere. On the left, a roundabout with a grassy island is visible, surrounded by pedestrians and cyclists. Modern buildings stand in the background, possibly offices or educational institutions. To the right is a tree-lined walkway with parked vehicles and a bus stop. A rider on a bright pink scooter and a pedestrian with an orange bag add vibrancy to the scene. The area is well-maintained, with clear road markings and spacious sidewalks, reflecting a clean, developed city environment under a sunny sky. The restorative indicator scores are:
- Being-away: 0.62140
- Coherence: 0.62268
- Scope: 0.76480
- Fascination: 0.87248
- Average Score: 0.72034"
.\image\201603_120.2706309_31.47985446.png,"This image could taken in Spring. The street view showcases a wide urban intersection with a well-maintained environment. To the left are residential buildings, while the right features an academic or office complex. A small roundabout with neatly trimmed hedges and cherry blossom trees sits at the center. The road is quiet, with a few pedestrians walking, including one crossing the street. The sky is clear, with a hint of soft clouds, suggesting a bright, pleasant day. The scene exudes an orderly and serene atmosphere, likely in a suburban or institutional area. The restorative indicator scores are:
- Being-away: 0.30300
- Coherence: 0.30380
- Scope: 0.76469
- Fascination: 0.15995
- Average Score: 0.38286"
.\image\201603_120.2705476_31.49037947.png,"This image could taken in Spring. This street view image captures a serene urban scene with a wide road flanked by green trees. The left side has an apartment-like building, while the right side showcases an open parking area. A paved pedestrian walkway runs parallel to the road. People are walking leisurely, contributing to the calm atmosphere. In the background, modern high-rise buildings loom, blending urban and suburban elements. The surroundings feature clean streets, trimmed lawns, and natural greenery. The camera perspective appears to be from a vehicle, possibly a small car or scooter, adding dynamic depth to the scene. The day is sunny with clear skies. The restorative indicator scores are:
- Being-away: 0.83914
- Coherence: 0.47222
- Scope: 0.15274
- Fascination: 0.60716
- Average Score: 0.51782"
.\image\201603_120.2707477_31.47976253.png,"This image could taken in Spring. The image depicts a spacious urban street scene with intersecting roads, surrounded by institutional or residential buildings. Trees, some in bloom, line the sidewalks, accompanied by neatly trimmed bushes in landscaped areas. People walk or cycle through the area, contributing to a calm, busy atmosphere. On the left, there is a gated area and a colorful billboard near parked cars. The two prominent multi-story buildings on either side suggest a campus or office environment. The sky is clear with a few clouds, indicating a sunny day. Motorcycle riders and pedestrians create a dynamic yet organized urban vibe. The restorative indicator scores are:
- Being-away: 0.38682
- Coherence: 0.39694
- Scope: 0.76452
- Fascination: 0.16077
- Average Score: 0.42726"
.\image\201603_120.2707691_31.48091528.png,"This image could taken in Spring. This street view showcases a clean, urban environment with wide, well-paved roads and sidewalks. Trees line both sides of the street, adding greenery and shade. Pedestrians are seen walking or resting, while a cyclist moves along the road. Modern buildings with clear architectural designs flank the street, including larger institutional-looking edifices. Streetlamps and signage are evident, contributing to the orderly layout. The sky is bright and slightly cloudy, creating a tranquil atmosphere. At the right, a bus stop with seated individuals and an adjacent residential-like structure are visible. Overall, the scene blends urban functionality with aesthetic greenery. The restorative indicator scores are:
- Being-away: 0.54750
- Coherence: 0.62360
- Scope: 0.57353
- Fascination: 0.68493
- Average Score: 0.60739"
.\image\201603_120.2708555_31.48705557.png,"This image could taken in Spring. This image captures a wide street view under clear blue skies, surrounded by greenery and modern architecture. The scene includes a roundabout with directional signs in Chinese, well-maintained roads, and faint pedestrian crosswalk markings. A few cars are parked along the street, while trees are evenly spaced on both sides. In the distance, tall buildings rise, creating an urban skyline. An individual is walking across the street on the left, and the right features campus-like buildings or small offices. Overall, the image depicts a clean, organized cityscape with a tranquil ambiance and moderate traffic. The restorative indicator scores are:
- Being-away: 0.62135
- Coherence: 0.39558
- Scope: 0.70020
- Fascination: 0.16095
- Average Score: 0.46952"
.\image\201603_120.2707835_31.48664691.png,"This image could taken in Spring. This street view portrays a serene urban setting with a wide, divided road bordered by tidy sidewalks. Trees line both sides, offering greenery and shade, while modern mid-rise buildings stand prominently on the right. A landscaped park area occupies the center, featuring shrubs and open pedestrian paths. The road is lightly trafficked, with a lone car visible, indicating a calm environment. The sky is clear and bright, contributing to an airy atmosphere. Streetlights and signage add functionality to the scene, suggesting a well-maintained residential or institutional district. Overall, it reflects a clean, organized suburban or campus-like environment. The restorative indicator scores are:
- Being-away: 0.46581
- Coherence: 0.54212
- Scope: 0.41761
- Fascination: 0.81975
- Average Score: 0.56132"
.\image\201603_120.2711162_31.47776955.png,"This image could taken in Spring. The street view shows a narrow road lined with trees on both sides, creating a natural canopy. Parked cars are visible along both sides of the street. To the left of the image, there’s a small body of water surrounded by greenery, while the right side features modern buildings with large windows and landscaped grounds. The area appears calm, with no pedestrians or heavy traffic. The broad daylight and clear blue sky suggest pleasant weather, enhancing the tranquil suburban or semi-urban setting. The view merges nature and urban design harmoniously. The restorative indicator scores are:
- Being-away: 0.38586
- Coherence: 0.30359
- Scope: 0.15093
- Fascination: 0.36364
- Average Score: 0.30100"
.\image\201603_120.2708125_31.48372994.png,"This image could taken in Spring. This street view captures a wide, sunny, urban road flanked by trees and sidewalks. On the left, there’s a bus stop with glass shelters and pedestrians. The right side displays a green park area, bicycles, and some parked cars. Further back, modern buildings, possibly educational or administrative, line the background. People can be seen walking and riding scooters, adding a sense of activity. The road is divided by clear markings, with ample space for vehicles. Streetlamps and signage dot the scene, complementing the orderly urban environment. The bright sky adds to the openness and calm of the setting. The restorative indicator scores are:
- Being-away: 0.54698
- Coherence: 0.54229
- Scope: 0.76531
- Fascination: 0.76133
- Average Score: 0.65398"
.\image\201603_120.2712551_31.48426674.png,"This image could taken in Spring. This image captures a wide street view with greenery on both sides. A large modern building with a dome stands in the background, while another rectangular building is visible on the right. Tall trees and trimmed hedges line the pedestrian walkway. On the left, an open grassy area stretches out, separated from the road by a curb. A red banner in Chinese is affixed to a building on the far right. Two people are seen riding motorbikes on the road. The sky is clear and blue, suggesting a sunny day. The scene appears calm and organized. The restorative indicator scores are:
- Being-away: 0.62189
- Coherence: 0.39479
- Scope: 0.57360
- Fascination: 0.68606
- Average Score: 0.56909"
.\image\201603_120.2714563_31.48988277.png,"This image could taken in Spring. This street view image shows a quiet, open area with paved roads branching off into multiple directions. Trees with neatly maintained lawns line both sides, creating a clean and organized urban environment. On the left, a white building with industrial-style architecture is visible alongside parked cars. To the right, there is another white structure, a line of trees, and a lightly landscaped area. In the background, modern high-rise buildings rise above the treetops, suggesting a mix of urban and industrial zones. The scene is bathed in daylight under a clear blue sky, giving it a calm and orderly atmosphere. The restorative indicator scores are:
- Being-away: 0.84204
- Coherence: 0.47285
- Scope: 0.70047
- Fascination: 0.76058
- Average Score: 0.69398"
.\image\201603_120.2718394_31.47842041.png,"This image could taken in Spring. This is a serene street view featuring two parallel roads. Both are lined with lush greenery, including tall weeping willows on the right next to a small canal, and trimmed shrubs along the left. Residential and institutional-style buildings with modern architecture stand between the roads, with some balconies visible. The environment is calm and clean, reflecting an urban setting with natural integration. The sky is bright, indicating clear weather. A paved pedestrian path and parked bicycles can be seen near the buildings. The setting feels peaceful and well-maintained, ideal for urban living amidst greenery. The restorative indicator scores are:
- Being-away: 0.69196
- Coherence: 0.54338
- Scope: 0.41710
- Fascination: 0.81757
- Average Score: 0.61750"
.\image\201603_120.2716715_31.48866626.png,"This image could taken in Spring. This street view depicts a sunny outdoor scene featuring a paved pathway surrounded by evenly spaced trees with neatly trimmed greenery. On the left is a fenced sports field with artificial turf, while on the right is a modern, white building entrance with stacked items nearby. The area appears clean and well-maintained, with shadows indicating clear weather. The landscape includes open spaces and organized layouts, ideal for recreational or academic environments. The pathways are wide, flanked by small grass patches and tree bases marked with white paint. A tall, distant structure is faintly visible against the skyline. The restorative indicator scores are:
- Being-away: 0.77063
- Coherence: 0.54314
- Scope: 0.15108
- Fascination: 0.68695
- Average Score: 0.53795"
