keyword,count,type
roadside greenery,1,object
visual pathways,1,object
branching roads,1,object
both directions,1,descriptor
scope dimension,1,descriptor
defined space,1,descriptor
limit the feeling of boundless exploration,1,descriptor
room,1,descriptor
clear definition,1,descriptor
abundant,1,descriptor
urban perimeter,1,object
extent of boundaries,1,descriptor
wilderness,1,descriptor
decent scope,1,descriptor
elements,1,object
repeating,1,descriptor
good amount,1,descriptor
encourage exploration,1,descriptor
subtly define boundaries,1,descriptor
wilder natural setting,1,descriptor
road edges,1,descriptor
building perimeters,1,descriptor
basketball courts,1,object
overall sense of scope,1,descriptor
recreational,1,descriptor
sports area,1,object
natural expanse,1,descriptor
beaten path,1,descriptor
outdoor area,1,object
venturing,1,descriptor
grassy area,1,object
man-made structures,1,descriptor
not extend indefinitely,1,descriptor
development,1,object
few visual boundaries,1,descriptor
indications of space,1,descriptor
direction,1,descriptor
potential for traversing,1,descriptor
different perspectives,1,descriptor
visually expansive,1,descriptor
sufficiently spacious,1,descriptor
suburban road network,1,object
manicured green areas,1,object
strong indicators,1,descriptor
distinct exploration opportunities,1,descriptor
unseen,1,descriptor
uninhibited exploration,1,descriptor
horizons,1,object
gardens,1,object
sense of containment,1,descriptor
visual progression,1,descriptor
inviting movement,1,descriptor
branching pathways,1,object
overall expanse,1,descriptor
impose,1,descriptor
some exploration,1,descriptor
all directions,1,descriptor
unconstrained exploration,1,descriptor
limit the sense of vastness,1,descriptor
areas to wander through,1,descriptor
somewhat bounded,1,descriptor
extensive exploration potential,1,descriptor
park areas,1,object
accommodate further discovery,1,descriptor
engagement,1,descriptor
treelined,1,descriptor
few immediate,1,descriptor
distant buildings,1,object
strong presence,1,descriptor
relatively open,1,descriptor
inaccessible,1,descriptor
peripheral,1,descriptor
moderately high,1,descriptor
discernible,1,descriptor
strong impression,1,descriptor
sense of limitless exploration,1,descriptor
obstructions,1,object
high degree of scope,1,descriptor
clear invitation,1,descriptor
into the distance,1,descriptor
constraints,1,descriptor
bike lanes,1,object
traversing the area,1,descriptor
define boundaries,1,descriptor
reasonably expansive,1,descriptor
limited variety,1,descriptor
not offering a vast,1,descriptor
along the path,1,descriptor
property boundaries,1,object
fewer boundaries,1,descriptor
visual presence,1,descriptor
defined roads,1,object
larger natural landscape,1,descriptor
unconfined,1,descriptor
pleasant walk,1,descriptor
possibility for further exploration,1,descriptor
pathway,1,descriptor
defined zones,1,descriptor
potential movement,1,descriptor
further movement,1,descriptor
expansive open spaces,1,descriptor
limited movement,1,descriptor
guided,1,descriptor
immediate free movement,1,descriptor
overall visual expanse,1,descriptor
navigable space,1,descriptor
organization,1,descriptor
larger complex,1,descriptor
definitive boundaries,1,descriptor
not fully clear,1,descriptor
not endless possibilities,1,descriptor
open-ended,1,descriptor
edge,1,object
endless,1,descriptor
natural landscapes,1,object
overall landscape,1,descriptor
paved courtyards,1,object
moderately limited,1,descriptor
high scope scores,1,descriptor
unhindered exploration possibilities,1,descriptor
possibility of further exploration,1,descriptor
transit,1,descriptor
vast natural landscapes,1,descriptor
campus setting,1,object
continued exploration,1,descriptor
not an infinite wilderness,1,descriptor
immediate restrictive boundaries,1,descriptor
lack of immediate boundaries,1,descriptor
claustrophobic,1,descriptor
reasonable space,1,descriptor
landscaped edges,1,object
not many,1,descriptor
distinct boundaries,1,descriptor
overt,1,descriptor
decent openness,1,descriptor
areas to discover,1,descriptor
manicured boundaries,1,object
industrial surroundings,1,object
commercial surroundings,1,object
minimal,1,descriptor
encourage a sense of freedom,1,descriptor
industrial,1,descriptor
commercial,1,descriptor
possibility of moving,1,descriptor
setting,1,object
panoramic view,1,descriptor
scene,1,object
some boundaries,1,descriptor
clear directions,1,descriptor
linear path,1,object
unlimited possibility,1,descriptor
strict limitations,1,descriptor
green zones,1,object
stretches of greenery,1,object
visual space,1,descriptor
perceived opportunities,1,descriptor
tree-lined roads,1,object
potential for further discovery,1,descriptor
suggesting,1,descriptor
hints,1,descriptor
open-air,1,descriptor
expansive opportunity,1,descriptor
opportunities to move about,1,descriptor
traversal-oriented,1,descriptor
deep exploration,1,descriptor
open environment,1,descriptor
relatively straightforward,1,descriptor
limited branching paths,1,descriptor
deep immersion,1,descriptor
extend outwards,1,descriptor
multiple areas,1,descriptor
street-level view,1,descriptor
good potential for exploration,1,descriptor
leads into the distance,1,descriptor
lack of expansive,1,descriptor
manicured lawn,1,object
clear layout,1,descriptor
surrounding greenery,1,descriptor
construction zones,1,object
restricts movement,1,descriptor
unfinished,1,descriptor
fewer possibilities,1,descriptor
covered structure,1,object
outward view,1,descriptor
line of trees,1,object
higher scope score,1,descriptor
unrestricted,1,descriptor
bridge,1,object
views,1,descriptor
sense of journey,1,descriptor
present,1,descriptor
defined routes,1,descriptor
perceived boundless,1,descriptor
grassy patches,1,object
broad open vistas,1,descriptor
roadside,1,object
slightly limit,1,descriptor
horizon,1,descriptor
limited visible extent,1,descriptor
unbounded territory,1,descriptor
skies,1,object
not abundant,1,descriptor
scaffolding,1,object
boundless space,1,descriptor
not strongly evoke a sense of vastness,1,descriptor
discourage exploration,1,descriptor
community,1,object
visual continuity,1,descriptor
not overwhelmingly enclosed,1,descriptor
urban space,1,descriptor
delineating,1,descriptor
not exceptionally expansive,1,descriptor
industrial structures,1,object
undeveloped land,1,object
clear pathways,1,object
backdrop,1,descriptor
truly unbounded,1,descriptor
rows of parked bikes,1,object
not open,1,descriptor
sufficient,1,descriptor
freedom to move about,1,descriptor
few,1,descriptor
path for movement,1,descriptor
preventing,1,descriptor
linear path,1,descriptor
expansive area,1,descriptor
degree of exploration,1,descriptor
somewhat limited,1,descriptor
wide-ranging,1,descriptor
neatness,1,descriptor
directionality,1,descriptor
room to roam,1,descriptor
clear division,1,descriptor
travel,1,descriptor
immediate frame,1,descriptor
thoroughfare,1,descriptor
stretch,1,descriptor
move about freely,1,descriptor
constraint,1,descriptor
large enough to wander,1,descriptor
broader context,1,descriptor
easy navigation,1,descriptor
without strict boundaries,1,descriptor
imposing,1,descriptor
decent extent,1,descriptor
linear perspective,1,descriptor
considerable movement,1,descriptor
truly boundless exploration,1,descriptor
extensive possibility,1,descriptor
managed nature,1,descriptor
wander freely,1,descriptor
converging,1,descriptor
exploratory potential,1,descriptor
overcast,1,descriptor
invitation to explore,1,descriptor
areas,1,descriptor
implied context,1,descriptor
surrounding greenery,1,object
to the right,1,descriptor
visible frame,1,descriptor
defined pathway,1,descriptor
venture further,1,descriptor
allows for movement,1,descriptor
several directions,1,descriptor
open sky,1,object
surrounding urban elements,1,descriptor
limited direction,1,descriptor
obvious diversions,1,descriptor
broad movement,1,descriptor
bushes,1,object
green space,1,descriptor
clear visibility,1,descriptor
perceived sense,1,descriptor
forward,1,descriptor
areas to investigate,1,descriptor
sense of moving about,1,descriptor
dense tree lines,1,descriptor
constricting,1,descriptor
clearly defined paths,1,descriptor
unknown areas,1,descriptor
wide scope,1,descriptor
parallel,1,descriptor
more areas,1,descriptor
fostering,1,descriptor
natural environment,1,descriptor
unconstrained environment,1,descriptor
splits,1,descriptor
boundedness,1,descriptor
vast wilderness,1,descriptor
perimeters,1,object
boundary,1,object
campus pathway,1,object
freedom in movement,1,descriptor
strong limitations,1,descriptor
navigated,1,descriptor
panoramic view,1,object
taller,1,descriptor
traverse,1,descriptor
extensive discovery,1,descriptor
confined space,1,descriptor
setting,1,descriptor
open landscape,1,descriptor
arrangement,1,descriptor
obscured,1,descriptor
sense of boundary,1,descriptor
lawns,1,object
immediate vicinity,1,descriptor
different aspects,1,descriptor
densely,1,descriptor
industrial area,1,object
lack,1,descriptor
unguided,1,descriptor
visible side areas,1,descriptor
lower side,1,descriptor
campus street,1,descriptor
sense of potential scope,1,descriptor
wander through,1,descriptor
few limits,1,descriptor
linear progression,1,descriptor
surrounding area,1,descriptor
campus landscape,1,object
network,1,descriptor
discovering new areas,1,descriptor
significant unboundedness,1,descriptor
vast exploration,1,descriptor
natural elements,1,descriptor
relatively long,1,descriptor
lack of vastness,1,descriptor
free,1,descriptor
not entirely unlimited,1,descriptor
sense of unbounded exploration,1,descriptor
scope for movement,1,descriptor
curving pathways,1,object
further green areas,1,descriptor
discover new elements,1,descriptor
visible presence,1,descriptor
bounded space,1,descriptor
boundless environment,1,descriptor
walking paths,1,object
winding path,1,object
evident ongoing development,1,descriptor
